Block Name,Point ID,flux_moment_g0_L0_M0,flux_moment_g0_L1_M-1,flux_moment_g0_L1_M0,flux_moment_g0_L1_M1,flux_moment_g10_L0_M0,flux_moment_g10_L1_M-1,flux_moment_g10_L1_M0,flux_moment_g10_L1_M1,flux_moment_g11_L0_M0,flux_moment_g11_L1_M-1,flux_moment_g11_L1_M0,flux_moment_g11_L1_M1,flux_moment_g12_L0_M0,flux_moment_g12_L1_M-1,flux_moment_g12_L1_M0,flux_moment_g12_L1_M1,flux_moment_g13_L0_M0,flux_moment_g13_L1_M-1,flux_moment_g13_L1_M0,flux_moment_g13_L1_M1,flux_moment_g14_L0_M0,flux_moment_g14_L1_M-1,flux_moment_g14_L1_M0,flux_moment_g14_L1_M1,flux_moment_g15_L0_M0,flux_moment_g15_L1_M-1,flux_moment_g15_L1_M0,flux_moment_g15_L1_M1,flux_moment_g16_L0_M0,flux_moment_g16_L1_M-1,flux_moment_g16_L1_M0,flux_moment_g16_L1_M1,flux_moment_g17_L0_M0,flux_moment_g17_L1_M-1,flux_moment_g17_L1_M0,flux_moment_g17_L1_M1,flux_moment_g1_L0_M0,flux_moment_g1_L1_M-1,flux_moment_g1_L1_M0,flux_moment_g1_L1_M1,flux_moment_g2_L0_M0,flux_moment_g2_L1_M-1,flux_moment_g2_L1_M0,flux_moment_g2_L1_M1,flux_moment_g3_L0_M0,flux_moment_g3_L1_M-1,flux_moment_g3_L1_M0,flux_moment_g3_L1_M1,flux_moment_g4_L0_M0,flux_moment_g4_L1_M-1,flux_moment_g4_L1_M0,flux_moment_g4_L1_M1,flux_moment_g5_L0_M0,flux_moment_g5_L1_M-1,flux_moment_g5_L1_M0,flux_moment_g5_L1_M1,flux_moment_g6_L0_M0,flux_moment_g6_L1_M-1,flux_moment_g6_L1_M0,flux_moment_g6_L1_M1,flux_moment_g7_L0_M0,flux_moment_g7_L1_M-1,flux_moment_g7_L1_M0,flux_moment_g7_L1_M1,flux_moment_g8_L0_M0,flux_moment_g8_L1_M-1,flux_moment_g8_L1_M0,flux_moment_g8_L1_M1,flux_moment_g9_L0_M0,flux_moment_g9_L1_M-1,flux_moment_g9_L1_M0,flux_moment_g9_L1_M1,griffin_power_density,griffin_Tcool,griffin_Tfuel,material_id,Points_0,Points_1,Points_2,Points_Magnitude
block_101,0,0.00151147,-0.000627911,1.68413e-07,-1.37845e-08,0.00570578,-0.000941424,3.32472e-07,-6.19666e-08,0.00406669,-0.000666898,2.47354e-07,-4.71153e-08,0.00428274,-0.000710136,2.79962e-07,-5.34515e-08,0.00390713,-0.000660099,2.80002e-07,-5.33674e-08,0.00305764,-0.000484253,2.17805e-07,-4.45672e-08,0.00453814,-0.000539757,2.64253e-07,-6.92181e-08,0.00248744,-0.00014681,7.25923e-08,-3.70714e-08,0.000305768,-7.57183e-06,2.68296e-09,-4.79374e-09,0.00980324,-0.00375101,7.78762e-07,-6.83575e-08,0.02235,-0.00767972,1.66561e-06,-1.56929e-07,0.014803,-0.00458746,1.03877e-06,-1.0597e-07,0.0169318,-0.00466599,1.11583e-06,-1.24839e-07,0.0191861,-0.00441892,1.13459e-06,-1.47044e-07,0.0144344,-0.00255263,7.03927e-07,-1.14255e-07,0.00980117,-0.00152454,4.49326e-07,-8.1611e-08,0.00936581,-0.00152931,4.79729e-07,-8.52689e-08,0.00853833,-0.0013958,4.65899e-07,-8.54558e-08,0,300,300,100,0,0.835888,1.778,1.96469
block_101,1,0.00151145,-0.000627906,1.31419e-07,9.27033e-08,0.00570566,-0.000941406,4.05924e-07,3.99295e-07,0.0040666,-0.000666885,3.03136e-07,3.00075e-07,0.00428264,-0.00071012,3.4283e-07,3.38317e-07,0.00390703,-0.000660082,3.42261e-07,3.3462e-07,0.00305756,-0.00048424,2.70497e-07,2.74207e-07,0.00453806,-0.000539746,3.46959e-07,4.29078e-07,0.00248745,-0.000146811,1.0855e-07,2.02007e-07,0.000305757,-7.5715e-06,4.64176e-09,8.40768e-09,0.00980316,-0.00375098,6.77029e-07,5.38681e-07,0.0223497,-0.00767965,1.53959e-06,1.19683e-06,0.0148027,-0.00458741,1.01691e-06,7.63836e-07,0.0169315,-0.00466592,1.15102e-06,8.63481e-07,0.0191856,-0.00441885,1.24689e-06,9.77426e-07,0.0144341,-0.00255259,8.34149e-07,7.42909e-07,0.00980101,-0.00152452,5.48463e-07,5.33954e-07,0.00936564,-0.00152929,5.81943e-07,5.66185e-07,0.00853817,-0.00139577,5.67674e-07,5.57086e-07,0,300,300,100,0.00636137,0.42521,1.778,1.82815
block_101,2,0.00151154,-0.000627928,1.61123e-07,-1.11726e-07,0.00570595,-0.000941452,3.24615e-07,-2.38353e-07,0.00406682,-0.00066692,2.41708e-07,-1.78262e-07,0.00428288,-0.00071016,2.73618e-07,-2.02151e-07,0.00390727,-0.000660124,2.74977e-07,-2.03123e-07,0.00305776,-0.000484273,2.12811e-07,-1.59443e-07,0.00453838,-0.000539786,2.26604e-07,-1.86627e-07,0.00248764,-0.000146822,2.96175e-08,-4.68271e-08,0.000305785,-7.5723e-06,2.22229e-09,-5.52608e-09,0.00980363,-0.00375108,7.11004e-07,-4.9629e-07,0.0223508,-0.00767988,1.55052e-06,-1.08104e-06,0.0148035,-0.00458756,1.00362e-06,-6.95961e-07,0.0169323,-0.00466609,1.10634e-06,-7.67225e-07,0.0191865,-0.00441901,1.14884e-06,-8.02966e-07,0.0144347,-0.00255268,7.10737e-07,-5.08288e-07,0.0098014,-0.00152458,4.39378e-07,-3.20746e-07,0.00936604,-0.00152935,4.65843e-07,-3.39073e-07,0.00853857,-0.00139584,4.53523e-07,-3.32091e-07,0,300,300,100,0.36195,0.626916,1.778,1.91972
block_101,3,0.000935511,-0.000567088,1.2139e-07,-2.05435e-08,0.00199995,-0.0010208,9.56744e-08,-9.33432e-08,0.00140995,-0.000719246,6.99915e-08,-7.02754e-08,0.00147741,-0.000758614,7.89901e-08,-7.92042e-08,0.00134724,-0.000696923,7.91324e-08,-7.83652e-08,0.00102836,-0.000518999,5.84765e-08,-6.46221e-08,0.00135574,-0.000626689,5.62656e-08,-1.01834e-07,0.000582986,-0.000207057,5.48576e-09,-5.18389e-08,7.17695e-05,-1.40575e-05,-1.43855e-10,-3.99053e-09,0.00561573,-0.00340259,4.87357e-07,-1.17471e-07,0.012101,-0.0071401,9.48058e-07,-2.67182e-07,0.00769497,-0.00438724,5.43912e-07,-1.74753e-07,0.00837451,-0.00460945,5.36377e-07,-2.00926e-07,0.00879425,-0.00460079,4.82375e-07,-2.30488e-07,0.00589333,-0.0028723,2.47391e-07,-1.76227e-07,0.0036698,-0.00176727,1.39713e-07,-1.26016e-07,0.00340838,-0.00171264,1.45348e-07,-1.3206e-07,0.00303037,-0.00153509,1.36455e-07,-1.30179e-07,0,300,300,100,0,0.835888,0,0.835888
block_101,4,0.000935495,-0.000567082,8.88666e-08,5.79492e-08,0.00199983,-0.00102078,1.63081e-07,1.69212e-07,0.00140985,-0.000719231,1.20652e-07,1.26072e-07,0.00147731,-0.000758597,1.35854e-07,1.41388e-07,0.00134713,-0.000696905,1.35326e-07,1.39507e-07,0.00102827,-0.000518986,1.04795e-07,1.12115e-07,0.00135561,-0.00062668,1.23168e-07,1.58634e-07,0.000582902,-0.000207061,3.04018e-08,5.88241e-08,7.17527e-05,-1.40575e-05,1.05445e-09,1.95981e-09,0.00561563,-0.00340255,4.063e-07,2.91614e-07,0.0121007,-0.00714001,8.74255e-07,6.2634e-07,0.00769472,-0.00438716,5.55632e-07,3.96462e-07,0.00837419,-0.00460936,6.04067e-07,4.41437e-07,0.00879387,-0.0046007,6.17133e-07,4.84718e-07,0.00589306,-0.00287225,3.7747e-07,3.45926e-07,0.00366962,-0.00176725,2.33048e-07,2.35828e-07,0.0034082,-0.00171261,2.41462e-07,2.46136e-07,0.0030302,-0.00153506,2.30737e-07,2.38268e-07,0,300,300,100,0.00636137,0.42521,0,0.425257
block_101,5,0.000935579,-0.00056711,1.30782e-07,-1.0089e-07,0.00200008,-0.00102084,1.7174e-07,-1.91197e-07,0.00141004,-0.000719271,1.27315e-07,-1.42786e-07,0.00147752,-0.000758642,1.43432e-07,-1.61032e-07,0.00134734,-0.000696951,1.43431e-07,-1.60304e-07,0.00102844,-0.000519021,1.11078e-07,-1.27799e-07,0.00135588,-0.000626723,1.23298e-07,-1.71805e-07,0.000583063,-0.000207073,2.8232e-08,-6.82255e-08,7.17745e-05,-1.40584e-05,2.85921e-09,-5.68497e-09,0.00561604,-0.00340268,5.42292e-07,-4.47836e-07,0.0121017,-0.00714031,1.10848e-06,-9.37412e-07,0.00769534,-0.00438735,6.7725e-07,-5.79233e-07,0.00837487,-0.00460956,7.10197e-07,-6.20598e-07,0.00879461,-0.0046009,6.9647e-07,-6.36818e-07,0.00589358,-0.00287237,4.07556e-07,-4.09802e-07,0.00366997,-0.00176732,2.4441e-07,-2.65085e-07,0.00340856,-0.00171268,2.52053e-07,-2.75784e-07,0.00303055,-0.00153513,2.42035e-07,-2.68128e-07,0,300,300,100,0.36195,0.626916,0,0.7239
block_101,6,0.00151149,-0.000627913,-3.72318e-08,5.26712e-08,0.00570596,-0.000941467,-2.68651e-07,3.88737e-07,0.00406683,-0.000666931,-2.03704e-07,2.94526e-07,0.00428289,-0.000710173,-2.28605e-07,3.31096e-07,0.00390727,-0.000660136,-2.2431e-07,3.24845e-07,0.00305778,-0.000484284,-1.92371e-07,2.77396e-07,0.00453854,-0.000539809,-3.47422e-07,5.08735e-07,0.00248791,-0.000146838,-2.20998e-07,3.1346e-07,0.000305804,-7.57274e-06,-1.83627e-08,1.93184e-08,0.00980339,-0.00375101,-2.38383e-07,3.66996e-07,0.0223502,-0.00767973,-5.48412e-07,8.12741e-07,0.0148031,-0.00458748,-3.5938e-07,5.04167e-07,0.0169319,-0.00466602,-4.25982e-07,5.78224e-07,0.0191862,-0.00441898,-5.29645e-07,7.10723e-07,0.0144346,-0.00255269,-4.71025e-07,6.50919e-07,0.00980143,-0.00152459,-3.64459e-07,5.17756e-07,0.00936605,-0.00152937,-3.75729e-07,5.44297e-07,0.00853857,-0.00139586,-3.74073e-07,5.40858e-07,0,300,300,100,0.368245,0.217017,1.778,1.82866
block_101,7,0.00151158,-0.000627935,-3.80336e-08,-1.41635e-07,0.00570671,-0.000941596,-3.43416e-07,-3.66996e-07,0.0040674,-0.00066703,-2.60746e-07,-2.76016e-07,0.00428353,-0.000710285,-2.93422e-07,-3.12347e-07,0.00390791,-0.000660249,-2.88613e-07,-3.12655e-07,0.00305832,-0.000484376,-2.47064e-07,-2.51247e-07,0.00453951,-0.00053993,-4.48127e-07,-3.23498e-07,0.00248865,-0.00014688,-3.02942e-07,-1.06972e-07,0.000305928,-7.57583e-06,-3.32518e-08,-1.0331e-08,0.00980393,-0.00375112,-2.60629e-07,-6.05892e-07,0.0223516,-0.00768001,-6.31922e-07,-1.33576e-06,0.0148041,-0.00458769,-4.32707e-07,-8.81171e-07,0.0169332,-0.00466628,-5.32568e-07,-9.94949e-07,0.0191878,-0.00441929,-6.83503e-07,-1.08419e-06,0.014436,-0.00255292,-6.10438e-07,-7.3922e-07,0.00980246,-0.00152475,-4.68274e-07,-4.88119e-07,0.0093671,-0.00152954,-4.80382e-07,-5.15003e-07,0.00853962,-0.00139603,-4.78054e-07,-5.09e-07,0,300,300,100,0.7239,0.417944,1.778,1.96469
block_101,8,0.000935516,-0.000567091,-2.64865e-08,3.23798e-08,0.00199994,-0.00102085,-1.33633e-07,2.08055e-07,0.00140994,-0.000719284,-1.00387e-07,1.56387e-07,0.0014774,-0.000758656,-1.12131e-07,1.74951e-07,0.00134723,-0.000696963,-1.09942e-07,1.71517e-07,0.00102835,-0.000519034,-9.2183e-08,1.4344e-07,0.00135575,-0.000626757,-1.50025e-07,2.35335e-07,0.000583003,-0.000207102,-7.98331e-08,1.21376e-07,7.17588e-05,-1.40602e-05,-6.01092e-09,7.87977e-09,0.00561573,-0.0034026,-1.48976e-07,1.93974e-07,0.012101,-0.00714014,-3.40179e-07,4.42732e-07,0.0076949,-0.00438727,-2.25945e-07,2.9257e-07,0.0083744,-0.00460949,-2.65784e-07,3.48837e-07,0.00879413,-0.00460087,-3.18119e-07,4.33577e-07,0.00589329,-0.00287239,-2.60184e-07,3.77366e-07,0.00366979,-0.00176734,-1.88945e-07,2.85069e-07,0.00340837,-0.00171271,-1.92031e-07,2.96957e-07,0.00303036,-0.00153516,-1.87787e-07,2.91475e-07,0,300,300,100,0.368245,0.217017,0,0.427435
block_101,9,0.000935591,-0.000567119,-2.12567e-08,-1.26354e-07,0.00200048,-0.001021,-1.53168e-07,-2.55501e-07,0.00141034,-0.000719398,-1.1531e-07,-1.91582e-07,0.00147786,-0.000758784,-1.2922e-07,-2.15751e-07,0.00134767,-0.000697092,-1.27041e-07,-2.14287e-07,0.00102873,-0.000519138,-1.06546e-07,-1.73684e-07,0.00135641,-0.000626894,-1.75943e-07,-2.45528e-07,0.000583488,-0.000207152,-1.06328e-07,-1.05282e-07,7.18381e-05,-1.40641e-05,-1.35123e-08,-8.20454e-09,0.00561614,-0.00340274,-1.25158e-07,-5.42837e-07,0.0121021,-0.0071405,-3.16636e-07,-1.13042e-06,0.00769569,-0.00438753,-2.29342e-07,-7.00947e-07,0.0083754,-0.00460982,-2.8872e-07,-7.55399e-07,0.0087954,-0.00460126,-3.65947e-07,-7.8943e-07,0.00589434,-0.00287268,-3.04709e-07,-5.31815e-07,0.00367055,-0.00176754,-2.19124e-07,-3.53144e-07,0.00340913,-0.00171292,-2.20284e-07,-3.65461e-07,0.00303111,-0.00153537,-2.15265e-07,-3.5722e-07,0,300,300,100,0.7239,0.417944,0,0.835888
