time,Flux1,Flux10,Flux10L0M0,Flux10L1M0,Flux10L1M1,Flux11,Flux11L0M0,Flux11L1M0,Flux11L1M1,Flux12,Flux12L0M0,Flux12L1M0,Flux12L1M1,Flux13,Flux13L0M0,Flux13L1M0,Flux13L1M1,Flux14,Flux14L0M0,Flux14L1M0,Flux14L1M1,Flux15,Flux15L0M0,Flux15L1M0,Flux15L1M1,Flux16,Flux16L0M0,Flux16L1M0,Flux16L1M1,Flux17,Flux17L0M0,Flux17L1M0,Flux17L1M1,Flux18,Flux18L0M0,Flux18L1M0,Flux18L1M1,Flux1L0M0,Flux1L1M0,Flux1L1M1,Flux2,Flux2L0M0,Flux2L1M0,Flux2L1M1,Flux3,Flux3L0M0,Flux3L1M0,Flux3L1M1,Flux4,Flux4L0M0,Flux4L1M0,Flux4L1M1,Flux5,Flux5L0M0,Flux5L1M0,Flux5L1M1,Flux6,Flux6L0M0,Flux6L1M0,Flux6L1M1,Flux7,Flux7L0M0,Flux7L1M0,Flux7L1M1,Flux8,Flux8L0M0,Flux8L1M0,Flux8L1M1,Flux9,Flux9L0M0,Flux9L1M0,Flux9L1M1,eigenvalue,element_vol,integrated_power,power_scaling,Flux10_aux,Flux11_aux,Flux12_aux,Flux13_aux,Flux14_aux,Flux15_aux,Flux16_aux,Flux17_aux,Flux18_aux,Flux1_aux,Flux2_aux,Flux3_aux,Flux4_aux,Flux5_aux,Flux6_aux,Flux7_aux,Flux8_aux,Flux9_aux
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.551974155154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.20400317847199,1.342436046962,1.3423845983055,1.8637825328076e-06,4.9584873911069e-05,0.90669627077395,0.90665383215383,1.4701767757777e-06,4.0968443339281e-05,0.65070108938722,0.65066576326708,1.1872248214002e-06,3.4138895313893e-05,0.69069317281213,0.69064926323867,1.4427743199644e-06,4.2466799142748e-05,0.63490837395343,0.63486041061853,1.5445812872759e-06,4.6418753613549e-05,0.49903315329547,0.49899010383677,1.3386865559514e-06,4.1710772143261e-05,0.74725784740872,0.74717897472549,2.263221791304e-06,7.6609461436664e-05,0.40893726743592,0.40888830387575,1.2877134406973e-06,4.7675846736031e-05,0.049679678676567,0.049676153015162,6.7011963674517e-08,3.4586494410647e-06,0.20399749968761,3.6319661545647e-07,5.3155877560799e-06,1.3908141439743,1.3907978385526,1.8239636969779e-06,1.4481458015813e-05,3.2217403848837,3.2217055980082,3.766761626605e-06,3.102011394887e-05,2.1429574990477,2.1429351984495,2.161151887712e-06,2.013944630566e-05,2.4717928541683,2.4717654816106,2.2473269668053e-06,2.5125230744689e-05,2.835549899558,2.835513355895,2.345106265427e-06,3.4198556818443e-05,2.1655362535191,2.1655006816561,1.7934211369258e-06,3.3778441897592e-05,1.4927852560541,1.4927527372904,1.4115005997213e-06,3.110726308986e-05,1.4514673351009,1.4514247514031,1.6715892927703e-06,4.0912108543417e-05,1.4522437664721,64.551974155154,0,0,1.342436046962,0.90669627077395,0.65070108938722,0.69069317281213,0.63490837395343,0.49903315329547,0.74725784740872,0.40893726743592,0.049679678676567,0.20400317847199,1.3908141439743,3.2217403848837,2.1429574990477,2.4717928541683,2.835549899558,2.1655362535191,1.4927852560541,1.4514673351009
