time,Flux1,Flux10,Flux10L0M0,Flux10L1M0,Flux10L1M1,Flux11,Flux11L0M0,Flux11L1M0,Flux11L1M1,Flux12,Flux12L0M0,Flux12L1M0,Flux12L1M1,Flux13,Flux13L0M0,Flux13L1M0,Flux13L1M1,Flux14,Flux14L0M0,Flux14L1M0,Flux14L1M1,Flux15,Flux15L0M0,Flux15L1M0,Flux15L1M1,Flux16,Flux16L0M0,Flux16L1M0,Flux16L1M1,Flux17,Flux17L0M0,Flux17L1M0,Flux17L1M1,Flux18,Flux18L0M0,Flux18L1M0,Flux18L1M1,Flux1L0M0,Flux1L1M0,Flux1L1M1,Flux2,Flux2L0M0,Flux2L1M0,Flux2L1M1,Flux3,Flux3L0M0,Flux3L1M0,Flux3L1M1,Flux4,Flux4L0M0,Flux4L1M0,Flux4L1M1,Flux5,Flux5L0M0,Flux5L1M0,Flux5L1M1,Flux6,Flux6L0M0,Flux6L1M0,Flux6L1M1,Flux7,Flux7L0M0,Flux7L1M0,Flux7L1M1,Flux8,Flux8L0M0,Flux8L1M0,Flux8L1M1,Flux9,Flux9L0M0,Flux9L1M0,Flux9L1M1,eigenvalue,element_vol,integrated_power,power_scaling,Flux10_aux,Flux11_aux,Flux12_aux,Flux13_aux,Flux14_aux,Flux15_aux,Flux16_aux,Flux17_aux,Flux18_aux,Flux1_aux,Flux2_aux,Flux3_aux,Flux4_aux,Flux5_aux,Flux6_aux,Flux7_aux,Flux8_aux,Flux9_aux
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.551974155154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.20415141754598,1.3425278270801,1.3424751560935,1.8744951101247e-06,5.0796491517478e-05,0.9065732249749,0.90652988065889,1.4760340127682e-06,4.186828199992e-05,0.6508893061389,0.65085326897516,1.1915835348436e-06,3.4845580206284e-05,0.69038069423082,0.69033608191398,1.4445384015867e-06,4.3167778442471e-05,0.63472540206588,0.63467669957617,1.5459251251082e-06,4.715656458672e-05,0.49879368052198,0.49875004102978,1.3379313044964e-06,4.2301560895499e-05,0.74707994971835,0.74700023877063,2.2562951837287e-06,7.745465253468e-05,0.40904927441395,0.40899990147046,1.2826369644012e-06,4.8090306517699e-05,0.049582221842182,0.049578677878369,6.6506269931514e-08,3.4774575431257e-06,0.20414547644617,3.7747174805093e-07,5.5636280617675e-06,1.3909396109708,1.3909226794359,1.8607728906478e-06,1.5070761970139e-05,3.2220142946795,3.2219783235703,3.8132985037896e-06,3.2157810745225e-05,2.1429458299344,2.1429225029196,2.1871369371568e-06,2.1139877800589e-05,2.4734433716473,2.4734147595401,2.2787387865548e-06,2.6333368425032e-05,2.8344276872991,2.8343895846471,2.383804851466e-06,3.5718847143001e-05,2.1647769487037,2.1647399837632,1.8237615713367e-06,3.5141178836374e-05,1.4936165555359,1.4935828730476,1.4310879217875e-06,3.2251400419181e-05,1.4518443640448,1.4518005276965,1.6868754023719e-06,4.2149472968388e-05,1.4526801829574,64.551974155154,0,0,1.3425278270801,0.9065732249749,0.6508893061389,0.69038069423082,0.63472540206588,0.49879368052198,0.74707994971835,0.40904927441395,0.049582221842182,0.20415141754598,1.3909396109708,3.2220142946795,2.1429458299344,2.4734433716473,2.8344276872991,2.1647769487037,1.4936165555359,1.4518443640448
