time,Flux1,Flux10,Flux10L0M0,Flux10L1M0,Flux10L1M1,Flux11,Flux11L0M0,Flux11L1M0,Flux11L1M1,Flux12,Flux12L0M0,Flux12L1M0,Flux12L1M1,Flux13,Flux13L0M0,Flux13L1M0,Flux13L1M1,Flux14,Flux14L0M0,Flux14L1M0,Flux14L1M1,Flux15,Flux15L0M0,Flux15L1M0,Flux15L1M1,Flux16,Flux16L0M0,Flux16L1M0,Flux16L1M1,Flux17,Flux17L0M0,Flux17L1M0,Flux17L1M1,Flux18,Flux18L0M0,Flux18L1M0,Flux18L1M1,Flux1L0M0,Flux1L1M0,Flux1L1M1,Flux2,Flux2L0M0,Flux2L1M0,Flux2L1M1,Flux3,Flux3L0M0,Flux3L1M0,Flux3L1M1,Flux4,Flux4L0M0,Flux4L1M0,Flux4L1M1,Flux5,Flux5L0M0,Flux5L1M0,Flux5L1M1,Flux6,Flux6L0M0,Flux6L1M0,Flux6L1M1,Flux7,Flux7L0M0,Flux7L1M0,Flux7L1M1,Flux8,Flux8L0M0,Flux8L1M0,Flux8L1M1,Flux9,Flux9L0M0,Flux9L1M0,Flux9L1M1,eigenvalue,element_vol,integrated_power,power_scaling,Flux10_aux,Flux11_aux,Flux12_aux,Flux13_aux,Flux14_aux,Flux15_aux,Flux16_aux,Flux17_aux,Flux18_aux,Flux1_aux,Flux2_aux,Flux3_aux,Flux4_aux,Flux5_aux,Flux6_aux,Flux7_aux,Flux8_aux,Flux9_aux
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.551974155154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.20378008513981,1.3430865639421,1.3430347530032,1.8644478238843e-06,4.9946491078034e-05,0.90697799221102,0.90693525662372,1.4705824639687e-06,4.1265004835215e-05,0.65114954709519,0.65111398360961,1.1880127364025e-06,3.4375472852133e-05,0.69060393114933,0.69055981069317,1.4422425874328e-06,4.2678213566131e-05,0.63455713892569,0.63450899068941,1.5430229658362e-06,4.6605213321329e-05,0.49928713083335,0.49924387264903,1.3389526207607e-06,4.1919231696664e-05,0.74665756905974,0.74657850144555,2.2590452550699e-06,7.6808568940357e-05,0.40882951757367,0.40878047272116,1.2859255585209e-06,4.7758926954641e-05,0.049616730913945,0.049613199325879,6.6867788322819e-08,3.4647202775031e-06,0.2037744471426,3.6178890157315e-07,5.2762083090082e-06,1.3910519831737,1.3910355496137,1.8246960882394e-06,1.4608863899599e-05,3.2222886452285,3.2222535518365,3.7679188944778e-06,3.1325473071382e-05,2.1431217059328,2.1430990383859,2.1626422124484e-06,2.0504904697989e-05,2.472302473554,2.472274725333,2.2489655972626e-06,2.5499255345428e-05,2.8349062673361,2.8348692737845,2.3460456549109e-06,3.4647506000193e-05,2.1646540955428,2.1646181446306,1.7943399802768e-06,3.4156572233177e-05,1.4937086215063,1.4936757096135,1.414456169741e-06,3.1497436671411e-05,1.451980643155,1.4519376640722,1.6731190421883e-06,4.1305963789007e-05,1.4521837873422,64.551974155154,0,0,1.3430865639421,0.90697799221102,0.65114954709519,0.69060393114933,0.63455713892569,0.49928713083335,0.74665756905974,0.40882951757367,0.049616730913945,0.20378008513981,1.3910519831737,3.2222886452285,2.1431217059328,2.472302473554,2.8349062673361,2.1646540955428,1.4937086215063,1.451980643155
