Block Name,Point ID,flux_moment_g0_L0_M0,flux_moment_g0_L1_M-1,flux_moment_g0_L1_M0,flux_moment_g0_L1_M1,flux_moment_g10_L0_M0,flux_moment_g10_L1_M-1,flux_moment_g10_L1_M0,flux_moment_g10_L1_M1,flux_moment_g11_L0_M0,flux_moment_g11_L1_M-1,flux_moment_g11_L1_M0,flux_moment_g11_L1_M1,flux_moment_g12_L0_M0,flux_moment_g12_L1_M-1,flux_moment_g12_L1_M0,flux_moment_g12_L1_M1,flux_moment_g13_L0_M0,flux_moment_g13_L1_M-1,flux_moment_g13_L1_M0,flux_moment_g13_L1_M1,flux_moment_g14_L0_M0,flux_moment_g14_L1_M-1,flux_moment_g14_L1_M0,flux_moment_g14_L1_M1,flux_moment_g15_L0_M0,flux_moment_g15_L1_M-1,flux_moment_g15_L1_M0,flux_moment_g15_L1_M1,flux_moment_g16_L0_M0,flux_moment_g16_L1_M-1,flux_moment_g16_L1_M0,flux_moment_g16_L1_M1,flux_moment_g17_L0_M0,flux_moment_g17_L1_M-1,flux_moment_g17_L1_M0,flux_moment_g17_L1_M1,flux_moment_g1_L0_M0,flux_moment_g1_L1_M-1,flux_moment_g1_L1_M0,flux_moment_g1_L1_M1,flux_moment_g2_L0_M0,flux_moment_g2_L1_M-1,flux_moment_g2_L1_M0,flux_moment_g2_L1_M1,flux_moment_g3_L0_M0,flux_moment_g3_L1_M-1,flux_moment_g3_L1_M0,flux_moment_g3_L1_M1,flux_moment_g4_L0_M0,flux_moment_g4_L1_M-1,flux_moment_g4_L1_M0,flux_moment_g4_L1_M1,flux_moment_g5_L0_M0,flux_moment_g5_L1_M-1,flux_moment_g5_L1_M0,flux_moment_g5_L1_M1,flux_moment_g6_L0_M0,flux_moment_g6_L1_M-1,flux_moment_g6_L1_M0,flux_moment_g6_L1_M1,flux_moment_g7_L0_M0,flux_moment_g7_L1_M-1,flux_moment_g7_L1_M0,flux_moment_g7_L1_M1,flux_moment_g8_L0_M0,flux_moment_g8_L1_M-1,flux_moment_g8_L1_M0,flux_moment_g8_L1_M1,flux_moment_g9_L0_M0,flux_moment_g9_L1_M-1,flux_moment_g9_L1_M0,flux_moment_g9_L1_M1,griffin_power_density,griffin_Tcool,griffin_Tfuel,material_id,Points_0,Points_1,Points_2,Points_Magnitude
block_101,10,0.00151844,-0.0006304,1.77994e-07,2.34139e-07,0.00568892,-0.000939135,7.52403e-07,7.80752e-07,0.004038,-0.000663068,5.63654e-07,5.80924e-07,0.00427465,-0.00071129,6.38725e-07,6.59829e-07,0.00389983,-0.000659317,6.33359e-07,6.55906e-07,0.00304144,-0.00048152,5.18169e-07,5.23178e-07,0.00452219,-0.000544468,7.92615e-07,7.50578e-07,0.0024829,-0.000145355,3.90082e-07,3.04381e-07,0.000304882,-7.83941e-06,2.78049e-08,9.58916e-09,0.00981365,-0.00375771,9.46549e-07,1.24519e-06,0.0223646,-0.00768627,2.17621e-06,2.79335e-06,0.0147937,-0.00458139,1.44371e-06,1.80541e-06,0.0168993,-0.00466415,1.66577e-06,2.03024e-06,0.0192053,-0.00442721,1.90737e-06,2.23053e-06,0.0144676,-0.00255581,1.44066e-06,1.55987e-06,0.00975985,-0.00152247,1.01295e-06,1.05426e-06,0.00933015,-0.00153225,1.06317e-06,1.11692e-06,0.00854033,-0.00139787,1.05262e-06,1.09736e-06,0,300,300,101,-0.364276,0.218077,1.778,1.82799
block_101,11,0.00151849,-0.000630416,3.0601e-07,1.40635e-07,0.0056892,-0.000939164,8.61625e-07,3.35011e-07,0.00403821,-0.000663089,6.41711e-07,2.47914e-07,0.00427489,-0.000711314,7.29254e-07,2.8193e-07,0.00390007,-0.000659343,7.26699e-07,2.81549e-07,0.00304162,-0.000481539,5.78499e-07,2.19581e-07,0.00452236,-0.000544483,8.05333e-07,2.83686e-07,0.00248281,-0.00014535,3.15887e-07,8.78954e-08,0.000304882,-7.83936e-06,1.60283e-08,-1.72719e-10,0.00981402,-0.00375782,1.53145e-06,6.86954e-07,0.0223656,-0.00768651,3.36941e-06,1.49892e-06,0.0147943,-0.00458153,2.14285e-06,9.45534e-07,0.0169001,-0.0046643,2.36728e-06,1.03076e-06,0.0192062,-0.00442735,2.53796e-06,1.07531e-06,0.0144682,-0.00255588,1.72981e-06,6.95443e-07,0.00976021,-0.00152251,1.15577e-06,4.50432e-07,0.00933055,-0.0015323,1.22765e-06,4.81947e-07,0.00854072,-0.00139791,1.2088e-06,4.71518e-07,0,300,300,101,-0.36195,0.626916,1.778,1.91972
block_101,12,0.000942841,-0.000571194,1.21498e-07,1.49657e-07,0.00199413,-0.00101799,3.33148e-07,2.49619e-07,0.00139799,-0.000712925,2.47194e-07,1.82594e-07,0.00147038,-0.000755215,2.78166e-07,2.06336e-07,0.00134694,-0.000697333,2.76195e-07,2.06722e-07,0.00102254,-0.000515889,2.22337e-07,1.57092e-07,0.0013388,-0.000619334,3.14456e-07,1.79889e-07,0.000584492,-0.000207743,1.36897e-07,3.28239e-08,7.06524e-05,-1.38433e-05,9.10639e-09,-3.59629e-09,0.00562948,-0.00340984,5.62135e-07,6.69082e-07,0.0121281,-0.00715533,1.24094e-06,1.41716e-06,0.00770003,-0.00438921,8.06101e-07,8.85285e-07,0.00838239,-0.00461477,9.07167e-07,9.56299e-07,0.00882049,-0.00461563,9.95145e-07,9.75813e-07,0.0059208,-0.00288636,7.04394e-07,5.93813e-07,0.00364545,-0.00175529,4.69268e-07,3.59251e-07,0.0033813,-0.00169995,4.81809e-07,3.71177e-07,0.00303617,-0.00153967,4.71326e-07,3.5726e-07,0,300,300,101,-0.364276,0.218077,0,0.424564
block_101,13,0.000942894,-0.000571214,2.25523e-07,9.16676e-08,0.00199442,-0.00101802,3.82105e-07,6.2724e-08,0.00139821,-0.000712951,2.81528e-07,4.45367e-08,0.00147063,-0.000755245,3.183e-07,5.03955e-08,0.00134719,-0.000697364,3.1834e-07,5.17509e-08,0.00102273,-0.000515911,2.47492e-07,3.48105e-08,0.00133909,-0.000619347,3.11358e-07,1.18732e-08,0.000584636,-0.000207728,9.94067e-08,-2.661e-08,7.06765e-05,-1.38424e-05,3.8338e-09,-4.35098e-09,0.00562986,-0.00340997,9.99024e-07,3.61388e-07,0.012129,-0.00715562,2.08417e-06,7.19093e-07,0.00770066,-0.00438939,1.27598e-06,4.23561e-07,0.00838314,-0.00461496,1.3564e-06,4.2663e-07,0.00882134,-0.00461581,1.37041e-06,3.84928e-07,0.0059214,-0.00288644,8.54008e-07,1.85674e-07,0.00364585,-0.00175533,5.34701e-07,9.32596e-08,0.00338171,-0.0017,5.57385e-07,9.75226e-08,0.00303658,-0.00153972,5.42429e-07,9.1309e-08,0,300,300,101,-0.36195,0.626916,0,0.7239
block_101,14,0.00151863,-0.000630442,2.58098e-07,2.53929e-07,0.00569057,-0.000939387,1.04578e-06,8.86734e-07,0.00403925,-0.000663259,7.84828e-07,6.63655e-07,0.00427606,-0.00071151,8.88938e-07,7.52696e-07,0.00390121,-0.000659539,8.80333e-07,7.47627e-07,0.00304263,-0.0004817,7.25421e-07,6.08513e-07,0.00452432,-0.000544713,1.14451e-06,9.15854e-07,0.00248447,-0.000145442,6.17024e-07,4.40938e-07,0.000305112,-7.8453e-06,5.70852e-08,3.27662e-08,0.00981481,-0.00375792,1.34159e-06,1.27275e-06,0.0223675,-0.00768681,3.0263e-06,2.84065e-06,0.0147957,-0.00458178,1.97777e-06,1.83522e-06,0.0169019,-0.00466463,2.26462e-06,2.06697e-06,0.0192086,-0.00442779,2.59484e-06,2.30353e-06,0.0144705,-0.00255625,1.98538e-06,1.69659e-06,0.00976207,-0.00152278,1.40798e-06,1.18267e-06,0.00933243,-0.00153259,1.47274e-06,1.25076e-06,0.00854261,-0.00139822,1.46182e-06,1.23906e-06,0,300,300,101,-0.7239,0.417944,1.778,1.96469
block_101,15,0.000942985,-0.000571247,1.83266e-07,1.70448e-07,0.00199522,-0.00101829,4.7529e-07,3.18778e-07,0.00139881,-0.00071315,3.53719e-07,2.36314e-07,0.0014713,-0.00075547,3.97949e-07,2.66093e-07,0.00134784,-0.000697588,3.94361e-07,2.65222e-07,0.0010233,-0.000516095,3.21027e-07,2.12187e-07,0.00134013,-0.000619616,4.77747e-07,2.90448e-07,0.000585438,-0.00020785,2.4463e-07,1.25218e-07,7.07907e-05,-1.3851e-05,2.51484e-08,1.13347e-08,0.00563033,-0.00341012,8.32433e-07,7.1405e-07,0.0121302,-0.00715603,1.78702e-06,1.48598e-06,0.00770154,-0.00438972,1.13351e-06,9.15938e-07,0.00838428,-0.0046154,1.25925e-06,9.83641e-07,0.00882288,-0.00461638,1.37965e-06,1.02287e-06,0.00592287,-0.00288693,9.93018e-07,6.88114e-07,0.00364697,-0.00175568,6.69553e-07,4.4791e-07,0.00338283,-0.00170037,6.83795e-07,4.60556e-07,0.00303769,-0.00154009,6.71355e-07,4.50531e-07,0,300,300,101,-0.7239,0.417944,0,0.835888
block_101,16,0.00151846,-0.0006304,5.3637e-08,3.05798e-07,0.00568932,-0.000939234,3.12652e-07,1.16427e-06,0.0040383,-0.000663143,2.37517e-07,8.68494e-07,0.00427499,-0.000711376,2.68893e-07,9.83148e-07,0.00390016,-0.000659404,2.64753e-07,9.72821e-07,0.00304174,-0.000481591,2.28353e-07,7.89601e-07,0.00452294,-0.000544575,4.21136e-07,1.20772e-06,0.00248376,-0.000145407,2.91588e-07,5.93558e-07,0.000304977,-7.8421e-06,2.73333e-08,3.39726e-08,0.00981384,-0.00375771,3.16925e-07,1.65497e-06,0.0223652,-0.00768633,6.97431e-07,3.73187e-06,0.014794,-0.00458147,4.39435e-07,2.4233e-06,0.0168998,-0.00466428,5.0602e-07,2.75037e-06,0.019206,-0.0044274,6.20692e-07,3.08925e-06,0.0144683,-0.00255597,5.55747e-07,2.27167e-06,0.00976042,-0.00152259,4.27641e-07,1.58091e-06,0.00933071,-0.00153239,4.35167e-07,1.66093e-06,0.00854088,-0.00139801,4.35021e-07,1.63589e-06,0,300,300,101,-0.381395,-0.208972,1.778,1.83041
block_101,17,0.00151863,-0.000630444,2.08875e-07,5.16553e-07,0.00569041,-0.000939401,9.59974e-07,1.93424e-06,0.00403913,-0.00066327,7.23065e-07,1.44901e-06,0.00427593,-0.000711522,8.20024e-07,1.64463e-06,0.00390109,-0.000659553,8.12236e-07,1.63443e-06,0.00304253,-0.000481711,6.75856e-07,1.33068e-06,0.00452428,-0.000544731,1.10354e-06,2.00413e-06,0.00248468,-0.000145457,6.41071e-07,9.49533e-07,0.000305134,-7.84589e-06,6.50696e-08,6.53278e-08,0.0098148,-0.00375792,1.10081e-06,2.6511e-06,0.0223675,-0.00768682,2.51688e-06,5.9872e-06,0.0147957,-0.0045818,1.66896e-06,3.91114e-06,0.0169018,-0.00466466,1.94467e-06,4.44974e-06,0.0192084,-0.00442782,2.28697e-06,5.0063e-06,0.0144703,-0.00255627,1.8021e-06,3.69554e-06,0.00976187,-0.00152279,1.29426e-06,2.57528e-06,0.00933221,-0.00153261,1.34443e-06,2.72473e-06,0.00854239,-0.00139824,1.33945e-06,2.7018e-06,0,300,300,101,-0.7239,5.55112e-17,1.778,1.91972
block_101,18,0.00151863,-0.000630436,2.90891e-08,5.05042e-07,0.00569089,-0.000939527,3.5651e-07,2.08794e-06,0.0040395,-0.000663367,2.71823e-07,1.56668e-06,0.00427635,-0.000711633,3.06879e-07,1.77471e-06,0.00390149,-0.000659663,3.00904e-07,1.75725e-06,0.00304291,-0.000481805,2.64811e-07,1.44761e-06,0.00452531,-0.000544878,5.17371e-07,2.29346e-06,0.00248601,-0.000145531,4.12725e-07,1.26294e-06,0.000305356,-7.85161e-06,5.54185e-08,1.18001e-07,0.00981489,-0.00375786,1.82214e-07,2.65506e-06,0.0223678,-0.00768678,4.61759e-07,6.03129e-06,0.0147959,-0.00458183,3.41032e-07,3.96115e-06,0.0169021,-0.00466474,4.53753e-07,4.54703e-06,0.019209,-0.00442798,6.46243e-07,5.21418e-06,0.0144711,-0.00255645,6.37326e-07,3.97583e-06,0.00976257,-0.00152294,4.96296e-07,2.81562e-06,0.00933286,-0.00153277,4.92939e-07,2.94325e-06,0.00854306,-0.00139841,4.96284e-07,2.91984e-06,0,300,300,101,-0.7239,-0.417944,1.778,1.96469
block_101,19,0.000942837,-0.000571195,4.05883e-08,1.91572e-07,0.0019943,-0.0010181,1.56744e-07,3.67807e-07,0.00139812,-0.000713007,1.17761e-07,2.69936e-07,0.00147053,-0.000755307,1.32536e-07,3.03042e-07,0.00134708,-0.000697424,1.30786e-07,3.01177e-07,0.00102266,-0.000515965,1.101e-07,2.35283e-07,0.00133904,-0.000619461,1.8315e-07,3.02167e-07,0.000584694,-0.000207821,1.09769e-07,1.0211e-07,7.06653e-05,-1.38485e-05,9.22092e-09,1.32462e-09,0.0056295,-0.00340986,2.13684e-07,8.65621e-07,0.0121283,-0.00715543,4.60146e-07,1.83593e-06,0.00770018,-0.00438933,2.88329e-07,1.14929e-06,0.00838263,-0.00461494,3.25191e-07,1.25068e-06,0.00882083,-0.00461586,3.78616e-07,1.30483e-06,0.00592113,-0.00288656,3.08977e-07,8.469e-07,0.00364571,-0.00175544,2.22415e-07,5.34179e-07,0.00338155,-0.00170011,2.23573e-07,5.45616e-07,0.00303641,-0.00153982,2.20361e-07,5.2617e-07,0,300,300,101,-0.381395,-0.208972,0,0.434892
