Block Name,Point ID,material_id,Points_0,Points_1,Points_2,Points_Magnitude
block_101,35,101,0.7239,-5.55112e-17,0,0.7239
block_101,36,101,0.00909704,-0.0185493,1.778,1.77812
block_101,37,101,0.00909704,-0.0185493,0,0.0206599
block_102,0,102,0,0.835888,3.556,3.65292
block_102,1,102,0.00636137,0.42521,3.556,3.58134
block_102,2,102,0.36195,0.626916,3.556,3.62893
block_102,3,102,0,0.835888,1.778,1.96469
block_102,4,102,0.00636137,0.42521,1.778,1.82815
block_102,5,102,0.36195,0.626916,1.778,1.91972
block_102,6,102,0.368245,0.217017,3.556,3.5816
block_102,7,102,0.7239,0.417944,3.556,3.65292
block_102,8,102,0.368245,0.217017,1.778,1.82866
block_102,9,102,0.7239,0.417944,1.778,1.96469
block_102,10,102,-0.364276,0.218077,3.556,3.58126
block_102,11,102,-0.36195,0.626916,3.556,3.62893
block_102,12,102,-0.364276,0.218077,1.778,1.82799
block_102,13,102,-0.36195,0.626916,1.778,1.91972
block_102,14,102,-0.7239,0.417944,3.556,3.65292
block_102,15,102,-0.7239,0.417944,1.778,1.96469
block_102,16,102,-0.381395,-0.208972,3.556,3.58249
block_102,17,102,-0.7239,5.55112e-17,3.556,3.62893
block_102,18,102,-0.7239,-0.417944,3.556,3.65292
block_102,19,102,-0.381395,-0.208972,1.778,1.83041
block_102,20,102,-0.7239,5.55112e-17,1.778,1.91972
block_102,21,102,-0.7239,-0.417944,1.778,1.96469
block_102,22,102,0,-0.835888,3.556,3.65292
block_102,23,102,-0.00972244,-0.434784,3.556,3.58249
block_102,24,102,-0.36195,-0.626916,3.556,3.62893
block_102,25,102,0,-0.835888,1.778,1.96469
block_102,26,102,-0.00972244,-0.434784,1.778,1.83041
block_102,27,102,-0.36195,-0.626916,1.778,1.91972
block_102,28,102,0.371672,-0.225812,3.556,3.58249
block_102,29,102,0.36195,-0.626916,3.556,3.62893
block_102,30,102,0.371672,-0.225812,1.778,1.83041
block_102,31,102,0.36195,-0.626916,1.778,1.91972
block_102,32,102,0.7239,-0.417944,3.556,3.65292
block_102,33,102,0.7239,-0.417944,1.778,1.96469
block_102,34,102,0.7239,-5.55112e-17,3.556,3.62893
block_102,35,102,0.7239,-5.55112e-17,1.778,1.91972
block_102,36,102,0.00909704,-0.0185493,3.556,3.55606
block_102,37,102,0.00909704,-0.0185493,1.778,1.77812
block_103,0,103,0,0.835888,5.334,5.3991
block_103,1,103,0.00636137,0.42521,5.334,5.35093
block_103,2,103,0.36195,0.626916,5.334,5.3829
block_103,3,103,0,0.835888,3.556,3.65292
block_103,4,103,0.00636137,0.42521,3.556,3.58134
block_103,5,103,0.36195,0.626916,3.556,3.62893
block_103,6,103,0.368245,0.217017,5.334,5.3511
block_103,7,103,0.7239,0.417944,5.334,5.3991
block_103,8,103,0.368245,0.217017,3.556,3.5816
block_103,9,103,0.7239,0.417944,3.556,3.65292
block_103,10,103,-0.364276,0.218077,5.334,5.35087
block_103,11,103,-0.36195,0.626916,5.334,5.3829
block_103,12,103,-0.364276,0.218077,3.556,3.58126
block_103,13,103,-0.36195,0.626916,3.556,3.62893
block_103,14,103,-0.7239,0.417944,5.334,5.3991
block_103,15,103,-0.7239,0.417944,3.556,3.65292
block_103,16,103,-0.381395,-0.208972,5.334,5.3517
block_103,17,103,-0.7239,5.55112e-17,5.334,5.3829
block_103,18,103,-0.7239,-0.417944,5.334,5.3991
block_103,19,103,-0.381395,-0.208972,3.556,3.58249
