time,Flux1,Flux10,Flux10L0M0,Flux10L1M0,Flux10L1M1,Flux11,Flux11L0M0,Flux11L1M0,Flux11L1M1,Flux12,Flux12L0M0,Flux12L1M0,Flux12L1M1,Flux13,Flux13L0M0,Flux13L1M0,Flux13L1M1,Flux14,Flux14L0M0,Flux14L1M0,Flux14L1M1,Flux15,Flux15L0M0,Flux15L1M0,Flux15L1M1,Flux16,Flux16L0M0,Flux16L1M0,Flux16L1M1,Flux17,Flux17L0M0,Flux17L1M0,Flux17L1M1,Flux18,Flux18L0M0,Flux18L1M0,Flux18L1M1,Flux1L0M0,Flux1L1M0,Flux1L1M1,Flux2,Flux2L0M0,Flux2L1M0,Flux2L1M1,Flux3,Flux3L0M0,Flux3L1M0,Flux3L1M1,Flux4,Flux4L0M0,Flux4L1M0,Flux4L1M1,Flux5,Flux5L0M0,Flux5L1M0,Flux5L1M1,Flux6,Flux6L0M0,Flux6L1M0,Flux6L1M1,Flux7,Flux7L0M0,Flux7L1M0,Flux7L1M1,Flux8,Flux8L0M0,Flux8L1M0,Flux8L1M1,Flux9,Flux9L0M0,Flux9L1M0,Flux9L1M1,eigenvalue,element_vol,integrated_power,power_scaling,Flux10_aux,Flux11_aux,Flux12_aux,Flux13_aux,Flux14_aux,Flux15_aux,Flux16_aux,Flux17_aux,Flux18_aux,Flux1_aux,Flux2_aux,Flux3_aux,Flux4_aux,Flux5_aux,Flux6_aux,Flux7_aux,Flux8_aux,Flux9_aux
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.551974155154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2041267282446,1.3427574266154,1.3427062332557,1.8578433196381e-06,4.9335516458447e-05,0.9069944324703,0.90695214903279,1.4664211168738e-06,4.081701638938e-05,0.65074953746316,0.65071437021724,1.1834840720634e-06,3.3983761848163e-05,0.69071005284779,0.69066635958427,1.4379268794271e-06,4.2255336632643e-05,0.63461329842392,0.63456554790602,1.5389368052115e-06,4.6211581095955e-05,0.49896603265833,0.4989231543309,1.3342191284861e-06,4.1544108301704e-05,0.74774462268251,0.74766598150014,2.2589920554784e-06,7.6382190320795e-05,0.40907377808041,0.40902499756452,1.2839154387157e-06,4.7496600458764e-05,0.049603183595761,0.049599675677635,6.6693733612437e-08,3.4412243928304e-06,0.20412111199854,3.6169807982616e-07,5.2545479743613e-06,1.39087032122,1.3908541036018,1.8192724855531e-06,1.4398345697905e-05,3.221850450226,3.2218159536302,3.7551938407699e-06,3.0741401922549e-05,2.1419119699533,2.1418897390435,2.1543494091171e-06,2.0076560405033e-05,2.4711749776652,2.4711477918622,2.2391867286981e-06,2.4946616299148e-05,2.8351471477958,2.8351109342494,2.335148799843e-06,3.3878397565905e-05,2.1654523163209,2.1654170062283,1.7863042726725e-06,3.3523788356343e-05,1.493177187437,1.4931448325074,1.4070125106452e-06,3.0947917063052e-05,1.4505928774386,1.4505505558438,1.6643365810364e-06,4.0657258182229e-05,1.4528249566647,64.551974155154,0,0,1.3427574266154,0.9069944324703,0.65074953746316,0.69071005284779,0.63461329842392,0.49896603265833,0.74774462268251,0.40907377808041,0.049603183595761,0.2041267282446,1.39087032122,3.221850450226,2.1419119699533,2.4711749776652,2.8351471477958,2.1654523163209,1.493177187437,1.4505928774386
