time,Flux1,Flux10,Flux10L0M0,Flux10L1M0,Flux10L1M1,Flux11,Flux11L0M0,Flux11L1M0,Flux11L1M1,Flux12,Flux12L0M0,Flux12L1M0,Flux12L1M1,Flux13,Flux13L0M0,Flux13L1M0,Flux13L1M1,Flux14,Flux14L0M0,Flux14L1M0,Flux14L1M1,Flux15,Flux15L0M0,Flux15L1M0,Flux15L1M1,Flux16,Flux16L0M0,Flux16L1M0,Flux16L1M1,Flux17,Flux17L0M0,Flux17L1M0,Flux17L1M1,Flux18,Flux18L0M0,Flux18L1M0,Flux18L1M1,Flux1L0M0,Flux1L1M0,Flux1L1M1,Flux2,Flux2L0M0,Flux2L1M0,Flux2L1M1,Flux3,Flux3L0M0,Flux3L1M0,Flux3L1M1,Flux4,Flux4L0M0,Flux4L1M0,Flux4L1M1,Flux5,Flux5L0M0,Flux5L1M0,Flux5L1M1,Flux6,Flux6L0M0,Flux6L1M0,Flux6L1M1,Flux7,Flux7L0M0,Flux7L1M0,Flux7L1M1,Flux8,Flux8L0M0,Flux8L1M0,Flux8L1M1,Flux9,Flux9L0M0,Flux9L1M0,Flux9L1M1,activecore_vol,barrel_vol,eigenvalue,extref_vol,integrated_power,intref_vol,power_scaling,Flux10_aux,Flux11_aux,Flux12_aux,Flux13_aux,Flux14_aux,Flux15_aux,Flux16_aux,Flux17_aux,Flux18_aux,Flux1_aux,Flux2_aux,Flux3_aux,Flux4_aux,Flux5_aux,Flux6_aux,Flux7_aux,Flux8_aux,Flux9_aux
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15171.033335812,341.59581874239,0,21851.869088098,0,245.11236945977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19187302627202,1.6037923709462,1.6037883978918,1.3788493235922e-06,2.5942050475673e-06,1.0717395108877,1.0717368036688,9.4005569795542e-07,1.7671631586426e-06,0.76868884336992,0.76868692358917,6.6610968901468e-07,1.2536710575235e-06,0.81025079845196,0.8102487028532,7.2707014771257e-07,1.3685286180329e-06,0.72380015614048,0.72379824568788,6.6356890412447e-07,1.2468836917013e-06,0.57295286535382,0.57295156366877,4.5108654817601e-07,8.505984996441e-07,0.92858045167464,0.92857932456023,3.8581492010741e-07,7.4129949353963e-07,0.7176161750646,0.71761585007258,1.2864894578888e-07,1.9634307368496e-07,0.13208868364241,0.13208854041092,8.4822128910056e-08,5.8409360210272e-08,0.19187205067457,3.4274560990928e-07,6.328518413045e-07,1.3611898884391,1.3611855965182,1.5179241623017e-06,2.7739966925872e-06,3.4404203496492,3.4404105467008,3.4360433060349e-06,6.3669051080517e-06,2.3381306858345,2.3381208159381,3.4551216946399e-06,6.4147747704524e-06,2.8282612079723,2.8282476936216,4.7246469975018e-06,8.7897037012313e-06,3.6156884401798,3.6156728378367,5.4422136257677e-06,1.0160129491329e-05,2.900989935153,2.9009804507564,3.2899573207471e-06,6.1944393237381e-06,1.9248287404826,1.9248240363263,1.6275060997712e-06,3.076650140689e-06,1.7879494239773,1.7879447499188,1.6216854034374e-06,3.0523730629242e-06,15171.033335812,341.59581874239,0.98097641495536,21851.869088098,0,245.11236945977,0,1.6037923709462,1.0717395108877,0.76868884336992,0.81025079845196,0.72380015614048,0.57295286535382,0.92858045167464,0.7176161750646,0.13208868364241,0.19187302627202,1.3611898884391,3.4404203496492,2.3381306858345,2.8282612079723,3.6156884401798,2.900989935153,1.9248287404826,1.7879494239773
