time,Flux1,Flux10,Flux10L0M0,Flux10L1M0,Flux10L1M1,Flux11,Flux11L0M0,Flux11L1M0,Flux11L1M1,Flux12,Flux12L0M0,Flux12L1M0,Flux12L1M1,Flux13,Flux13L0M0,Flux13L1M0,Flux13L1M1,Flux14,Flux14L0M0,Flux14L1M0,Flux14L1M1,Flux15,Flux15L0M0,Flux15L1M0,Flux15L1M1,Flux16,Flux16L0M0,Flux16L1M0,Flux16L1M1,Flux17,Flux17L0M0,Flux17L1M0,Flux17L1M1,Flux18,Flux18L0M0,Flux18L1M0,Flux18L1M1,Flux1L0M0,Flux1L1M0,Flux1L1M1,Flux2,Flux2L0M0,Flux2L1M0,Flux2L1M1,Flux3,Flux3L0M0,Flux3L1M0,Flux3L1M1,Flux4,Flux4L0M0,Flux4L1M0,Flux4L1M1,Flux5,Flux5L0M0,Flux5L1M0,Flux5L1M1,Flux6,Flux6L0M0,Flux6L1M0,Flux6L1M1,Flux7,Flux7L0M0,Flux7L1M0,Flux7L1M1,Flux8,Flux8L0M0,Flux8L1M0,Flux8L1M1,Flux9,Flux9L0M0,Flux9L1M0,Flux9L1M1,activecore_vol,barrel_vol,eigenvalue,extref_vol,griff_power_density_avg,griffin_Tfuel_avg,griffin_Tfuel_max,griffin_Tfuel_min,griffin_Tref_avg,griffin_Tref_max,griffin_Tref_min,griffin_power,integrated_power,intref_vol,norm_volume,power_scaling,Flux10_aux,Flux11_aux,Flux12_aux,Flux13_aux,Flux14_aux,Flux15_aux,Flux16_aux,Flux17_aux,Flux18_aux,Flux1_aux,Flux2_aux,Flux3_aux,Flux4_aux,Flux5_aux,Flux6_aux,Flux7_aux,Flux8_aux,Flux9_aux
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.63198357177,9.6061816294261,0,614.50700472718,567.30180538291,949.81667,949.81667,949.81667,949.81667,949.81667,949.81667,600000,600000,6.8929237755841,0,4193835228490.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.20246686333527,1.8783579272456,1.8783577001612,9.2727686648933e-08,1.3435670172257e-07,1.2639602046652,1.2639600610081,5.7226933982812e-08,8.6430230722412e-08,0.91266467717771,0.91266458211308,3.434096034231e-08,6.0723666364323e-08,0.96525287992639,0.96525277043036,4.950994250295e-08,5.9986081947169e-08,0.87266380750004,0.87266370289024,4.3743618310509e-08,6.0866177613653e-08,0.69193465708645,0.69193458439143,3.1341800790959e-08,4.1353218481477e-08,1.1283257041863,1.1283255739695,5.1234996066921e-08,7.8981736251899e-08,0.88278433490462,0.88278419286997,8.4401767853383e-08,5.7632876549266e-08,0.16297869253648,0.16297864666457,5.8497781321796e-08,-1.2625873249033e-08,0.20246680017287,3.1984742431424e-08,3.1177661117751e-08,1.4310895342671,1.4310891497444,1.8490319032838e-07,1.9961947589353e-07,3.6827989954423,3.6827984560627,2.7914656758332e-07,2.6023310165102e-07,2.541189133635,2.5411887783478,1.700495985725e-07,1.8523755014599e-07,3.1060032997735,3.1060029396211,2.0474724472114e-07,1.5540515163615e-07,4.0485434759268,4.0485432094051,1.6770377673017e-07,9.8817975913157e-08,3.3071607904374,3.3071605976427,9.3329653158558e-08,9.946501087349e-08,2.2089072894783,2.2089070907912,7.6137750252073e-08,1.225492981885e-07,2.0803643787056,2.0803641342683,1.004816796938e-07,1.439555924361e-07,426.63198357177,9.6061816294261,1.1347616761729,614.50700472718,567.30180538291,956.27298883675,965.62771262863,954.81766122553,822.44835211224,897.10563743484,641.89035285643,600000,600000,6.8929237755841,383.0277431591,3.9687708342732e+16,1.8783579272456,1.2639602046652,0.91266467717771,0.96525287992639,0.87266380750004,0.69193465708645,1.1283257041863,0.88278433490462,0.16297869253648,0.20246686333527,1.4310895342671,3.6827989954423,2.541189133635,3.1060032997735,4.0485434759268,3.3071607904374,2.2089072894783,2.0803643787056
