time,Flux1,Flux10,Flux10L0M0,Flux10L1M0,Flux10L1M1,Flux11,Flux11L0M0,Flux11L1M0,Flux11L1M1,Flux12,Flux12L0M0,Flux12L1M0,Flux12L1M1,Flux13,Flux13L0M0,Flux13L1M0,Flux13L1M1,Flux14,Flux14L0M0,Flux14L1M0,Flux14L1M1,Flux15,Flux15L0M0,Flux15L1M0,Flux15L1M1,Flux16,Flux16L0M0,Flux16L1M0,Flux16L1M1,Flux17,Flux17L0M0,Flux17L1M0,Flux17L1M1,Flux18,Flux18L0M0,Flux18L1M0,Flux18L1M1,Flux1L0M0,Flux1L1M0,Flux1L1M1,Flux2,Flux2L0M0,Flux2L1M0,Flux2L1M1,Flux3,Flux3L0M0,Flux3L1M0,Flux3L1M1,Flux4,Flux4L0M0,Flux4L1M0,Flux4L1M1,Flux5,Flux5L0M0,Flux5L1M0,Flux5L1M1,Flux6,Flux6L0M0,Flux6L1M0,Flux6L1M1,Flux7,Flux7L0M0,Flux7L1M0,Flux7L1M1,Flux8,Flux8L0M0,Flux8L1M0,Flux8L1M1,Flux9,Flux9L0M0,Flux9L1M0,Flux9L1M1,activecore_vol,barrel_vol,eigenvalue,extref_vol,integrated_power,intref_vol,power_scaling,Flux10_aux,Flux11_aux,Flux12_aux,Flux13_aux,Flux14_aux,Flux15_aux,Flux16_aux,Flux17_aux,Flux18_aux,Flux1_aux,Flux2_aux,Flux3_aux,Flux4_aux,Flux5_aux,Flux6_aux,Flux7_aux,Flux8_aux,Flux9_aux
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.63198357177,9.6061816294261,0,614.50700472718,0,6.8929237755841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.2066319172526,1.8823348722807,1.8823346328754,9.6161701358684e-08,1.432436042067e-07,1.2665003973125,1.2665002404486,6.4099077219927e-08,9.2764805301786e-08,0.91387819591815,0.91387808872243,4.3994571765937e-08,6.3201153693474e-08,0.96905553555839,0.96905542139701,4.6970656164689e-08,6.7190718321551e-08,0.86985963737585,0.86985952846301,4.5027552708664e-08,6.3885296162568e-08,0.69176149328247,0.69176141421568,3.2546060052332e-08,4.6520723654273e-08,1.1368106439389,1.1368105064511,5.447915186427e-08,8.3008641726757e-08,0.9070242278124,0.90702408352963,9.463862893913e-08,4.9644148592819e-08,0.16881231630399,0.16881226878419,7.3112610799832e-08,-2.5592805781295e-08,0.20663185218653,3.0744189832877e-08,3.4321883123911e-08,1.4496950761307,1.449694678008,1.8592920562194e-07,2.1219353713135e-07,3.713438535865,3.7134379592447,2.8360301809069e-07,2.9301733071419e-07,2.5553411604817,2.5553407435025,2.136355755257e-07,2.0334358794303e-07,3.1178779159333,3.1178775149286,2.1813353547206e-07,1.8287112362074e-07,4.0576244427953,4.0576241327805,1.8181320969155e-07,1.2820163979455e-07,3.3129849874379,3.3129847689237,9.9998217662643e-08,1.185159706001e-07,2.2226878955648,2.2226876817457,8.3783944952783e-08,1.3003519035663e-07,2.0820784062286,2.0820781414751,1.0417381387221e-07,1.6057961151057e-07,426.63198357177,9.6061816294261,1.1416234526257,614.50700472718,0,6.8929237755841,0,1.8823348722807,1.2665003973125,0.91387819591815,0.96905553555839,0.86985963737585,0.69176149328247,1.1368106439389,0.9070242278124,0.16881231630399,0.2066319172526,1.4496950761307,3.713438535865,2.5553411604817,3.1178779159333,4.0576244427953,3.3129849874379,2.2226878955648,2.0820784062286
