x,y,z,nuFissRate,nuFissRateRelError
-4.3434,10.8665,0,0.002530187,1.0718296872940272
-4.33704,10.4559,0,0.002530187,1.0718296872940272
-3.98145,10.6576,0,0.002530187,1.0718296872940272
-3.97516,10.2477,0,0.002530187,1.0718296872940272
-3.6195,10.4486,0,0.002530187,1.0718296872940272
-4.70768,10.2487,0,0.002530187,1.0718296872940272
-4.70535,10.6576,0,0.002530187,1.0718296872940272
-5.0673,10.4486,0,0.002530187,1.0718296872940272
-4.72479,9.82168,0,0.002530187,1.0718296872940272
-5.0673,10.0307,0,0.002530187,1.0718296872940272
-5.0673,9.61271,0,0.002530187,1.0718296872940272
-4.35312,9.59587,0,0.002530187,1.0718296872940272
-4.70535,9.40374,0,0.002530187,1.0718296872940272
-4.3434,9.19476,0,0.002530187,1.0718296872940272
-3.97173,9.80484,0,0.002530187,1.0718296872940272
-3.98145,9.40374,0,0.002530187,1.0718296872940272
-3.6195,9.61271,0,0.002530187,1.0718296872940272
-3.6195,10.0307,0,0.002530187,1.0718296872940272
-4.3343,10.0121,0,0.002530187,1.0718296872940272
-2.8956,10.8665,0,0.002566465,0.03231324149794833
-2.89915,10.4425,0,0.002566465,0.03231324149794833
-2.53365,10.6576,0,0.002566465,0.03231324149794833
-2.5372,10.2335,0,0.002566465,0.03231324149794833
-2.1717,10.4486,0,0.002566465,0.03231324149794833
-3.24956,10.2331,0,0.002566465,0.03231324149794833
-3.25357,10.6599,0,0.002566465,0.03231324149794833
-3.6195,10.4486,0,0.002566465,0.03231324149794833
-3.24497,9.82168,0,0.002566465,0.03231324149794833
-3.6195,10.0307,0,0.002566465,0.03231324149794833
-3.6195,9.61271,0,0.002566465,0.03231324149794833
-2.89917,9.61889,0,0.002566465,0.03231324149794833
-2.8956,9.19476,0,0.002566465,0.03231324149794833
-2.53365,9.40374,0,0.002566465,0.03231324149794833
-2.53719,9.82781,0,0.002566465,0.03231324149794833
-2.1717,9.61271,0,0.002566465,0.03231324149794833
-2.90274,10.0431,0,0.002566465,0.03231324149794833
-2.1717,10.0307,0,0.002566465,0.03231324149794833
-3.25357,9.40144,0,0.002566465,0.03231324149794833
-1.4478,10.8665,0,0.002606953,0.5626051722779662
-1.45135,10.4425,0,0.002606953,0.5626051722779662
-1.08585,10.6576,0,0.002606953,0.5626051722779662
-1.0894,10.2335,0,0.002606953,0.5626051722779662
-0.7239,10.4486,0,0.002606953,0.5626051722779662
-1.80176,10.2331,0,0.002606953,0.5626051722779662
-1.80577,10.6599,0,0.002606953,0.5626051722779662
-2.1717,10.4486,0,0.002606953,0.5626051722779662
-1.79717,9.82168,0,0.002606953,0.5626051722779662
-2.1717,10.0307,0,0.002606953,0.5626051722779662
-2.1717,9.61271,0,0.002606953,0.5626051722779662
-1.45137,9.61889,0,0.002606953,0.5626051722779662
-1.4478,9.19476,0,0.002606953,0.5626051722779662
-1.08585,9.40374,0,0.002606953,0.5626051722779662
-1.08939,9.82781,0,0.002606953,0.5626051722779662
-0.7239,9.61271,0,0.002606953,0.5626051722779662
-1.45494,10.0431,0,0.002606953,0.5626051722779662
-0.7239,10.0307,0,0.002606953,0.5626051722779662
-1.80577,9.40144,0,0.002606953,0.5626051722779662
0.0,10.8665,0,0.002620434,0.778546219117852
-0.00354681,10.4425,0,0.002620434,0.778546219117852
0.36195,10.6576,0,0.002620434,0.778546219117852
0.358404,10.2335,0,0.002620434,0.778546219117852
0.7239,10.4486,0,0.002620434,0.778546219117852
-0.35396,10.2331,0,0.002620434,0.778546219117852
-0.357965,10.6599,0,0.002620434,0.778546219117852
-0.7239,10.4486,0,0.002620434,0.778546219117852
-0.349365,9.82168,0,0.002620434,0.778546219117852
-0.7239,10.0307,0,0.002620434,0.778546219117852
-0.7239,9.61271,0,0.002620434,0.778546219117852
-0.00356661,9.61889,0,0.002620434,0.778546219117852
5.55112e-16,9.19476,0,0.002620434,0.778546219117852
0.36195,9.40374,0,0.002620434,0.778546219117852
0.358411,9.82781,0,0.002620434,0.778546219117852
0.7239,9.61271,0,0.002620434,0.778546219117852
-0.00714395,10.0431,0,0.002620434,0.778546219117852
0.7239,10.0307,0,0.002620434,0.778546219117852
-0.357965,9.40144,0,0.002620434,0.778546219117852
1.4478,10.8665,0,0.00260695,0.6461289509691868
1.44425,10.4425,0,0.00260695,0.6461289509691868
1.80975,10.6576,0,0.00260695,0.6461289509691868
1.8062,10.2335,0,0.00260695,0.6461289509691868
2.1717,10.4486,0,0.00260695,0.6461289509691868
1.09384,10.2331,0,0.00260695,0.6461289509691868
1.08983,10.6599,0,0.00260695,0.6461289509691868
0.7239,10.4486,0,0.00260695,0.6461289509691868
1.09843,9.82168,0,0.00260695,0.6461289509691868
0.7239,10.0307,0,0.00260695,0.6461289509691868
0.7239,9.61271,0,0.00260695,0.6461289509691868
1.44423,9.61889,0,0.00260695,0.6461289509691868
1.4478,9.19476,0,0.00260695,0.6461289509691868
1.80975,9.40374,0,0.00260695,0.6461289509691868
1.80621,9.82781,0,0.00260695,0.6461289509691868
2.1717,9.61271,0,0.00260695,0.6461289509691868
1.44066,10.0431,0,0.00260695,0.6461289509691868
2.1717,10.0307,0,0.00260695,0.6461289509691868
1.08983,9.40144,0,0.00260695,0.6461289509691868
2.8956,10.8665,0,0.002566455,0.17699020098750964
2.89205,10.4425,0,0.002566455,0.17699020098750964
3.25755,10.6576,0,0.002566455,0.17699020098750964
3.254,10.2335,0,0.002566455,0.17699020098750964
3.6195,10.4486,0,0.002566455,0.17699020098750964
2.54164,10.2331,0,0.002566455,0.17699020098750964
2.53763,10.6599,0,0.002566455,0.17699020098750964
2.1717,10.4486,0,0.002566455,0.17699020098750964
2.54623,9.82168,0,0.002566455,0.17699020098750964
2.1717,10.0307,0,0.002566455,0.17699020098750964
2.1717,9.61271,0,0.002566455,0.17699020098750964
2.89203,9.61889,0,0.002566455,0.17699020098750964
2.8956,9.19476,0,0.002566455,0.17699020098750964
3.25755,9.40374,0,0.002566455,0.17699020098750964
3.25401,9.82781,0,0.002566455,0.17699020098750964
3.6195,9.61271,0,0.002566455,0.17699020098750964
2.88846,10.0431,0,0.002566455,0.17699020098750964
3.6195,10.0307,0,0.002566455,0.17699020098750964
2.53763,9.40144,0,0.002566455,0.17699020098750964
4.3434,10.8665,0,0.002530212,1.2009117788855763
4.33985,10.4425,0,0.002530212,1.2009117788855763
4.70535,10.6576,0,0.002530212,1.2009117788855763
4.7018,10.2335,0,0.002530212,1.2009117788855763
5.0673,10.4486,0,0.002530212,1.2009117788855763
3.98944,10.2331,0,0.002530212,1.2009117788855763
3.98543,10.6599,0,0.002530212,1.2009117788855763
3.6195,10.4486,0,0.002530212,1.2009117788855763
3.99403,9.82168,0,0.002530212,1.2009117788855763
3.6195,10.0307,0,0.002530212,1.2009117788855763
3.6195,9.61271,0,0.002530212,1.2009117788855763
4.33983,9.61889,0,0.002530212,1.2009117788855763
4.3434,9.19476,0,0.002530212,1.2009117788855763
4.70535,9.40374,0,0.002530212,1.2009117788855763
4.70181,9.82781,0,0.002530212,1.2009117788855763
5.0673,9.61271,0,0.002530212,1.2009117788855763
4.33626,10.0431,0,0.002530212,1.2009117788855763
5.0673,10.0307,0,0.002530212,1.2009117788855763
3.98543,9.40144,0,0.002530212,1.2009117788855763
-4.3434,-10.9151,0,0.0,0.0
-4.3434,-10.8665,0,0.0,0.0
-4.51879,-10.8436,0,0.0,0.0
-5.0673,-10.4486,0,0.0,0.0
-5.20814,-10.5299,0,0.0,0.0
-5.03772,-10.6125,0,0.0,0.0
-4.86599,-10.6923,0,0.0,0.0
-4.70535,-10.6576,0,0.0,0.0
-4.693,-10.7694,0,0.0,0.0
-3.86265,-10.9096,0,0.0,0.0
-4.0342,-10.8929,0,0.0,0.0
-3.98735,-11.0501,0,0.0,0.0
-3.26307,-11.2852,0,0.0,0.0
-3.09434,-11.1517,0,0.0,0.0
-3.29929,-11.0902,0,0.0,0.0
-4.16592,-10.984,0,0.0,0.0
-4.1736,-10.8631,0,0.0,0.0
-3.07974,-11.3366,0,0.0,0.0
-2.8956,-11.385,0,0.0,0.0
-2.8956,-11.2122,0,0.0,0.0
-3.13427,-10.9488,0,0.0,0.0
-2.8956,-11.0394,0,0.0,0.0
-3.44555,-11.2308,0,0.0,0.0
-3.49193,-11.0392,0,0.0,0.0
-3.25437,-10.6594,0,0.0,0.0
-3.49588,-10.7276,0,0.0,0.0
-3.36972,-10.8904,0,0.0,0.0
-3.69461,-10.7652,0,0.0,0.0
-3.6195,-10.4486,0,0.0,0.0
-3.98145,-10.6576,0,0.0,0.0
-3.80774,-11.1133,0,0.0,0.0
-3.67089,-10.9793,0,0.0,0.0
-2.8956,-10.8665,0,0.0,0.0
-3.54461,-10.8803,0,0.0,0.0
-3.62712,-11.1735,0,0.0,0.0
-2.71272,-11.43,0,0.0,0.0
-1.8013,-11.2821,0,0.0,0.0
-1.65862,-11.43,0,0.0,0.0
-1.64992,-11.1802,0,0.0,0.0
-2.06852,-10.7352,0,0.0,0.0
-1.80657,-10.6594,0,0.0,0.0
-2.1717,-10.4486,0,0.0,0.0
-2.53365,-10.6576,0,0.0,0.0
-2.27296,-10.7577,0,0.0,0.0
-2.62563,-11.2529,0,0.0,0.0
-1.4478,-11.43,0,0.0,0.0
-1.4478,-11.2422,0,0.0,0.0
-1.86944,-11.43,0,0.0,0.0
-1.97562,-11.2645,0,0.0,0.0
-2.08026,-11.43,0,0.0,0.0
-2.18429,-11.2521,0,0.0,0.0
-2.29108,-11.43,0,0.0,0.0
-2.40259,-11.2508,0,0.0,0.0
-2.66563,-10.9428,0,0.0,0.0
-1.4478,-11.0544,0,0.0,0.0
-1.69062,-10.9622,0,0.0,0.0
-1.4478,-10.8665,0,0.0,0.0
-2.5019,-11.43,0,0.0,0.0
-2.72078,-11.1065,0,0.0,0.0
-1.93958,-10.909,0,0.0,0.0
-2.42835,-10.9003,0,0.0,0.0
-2.52236,-11.0846,0,0.0,0.0
-2.29206,-11.0547,0,0.0,0.0
-1.85379,-11.1133,0,0.0,0.0
-2.15386,-10.907,0,0.0,0.0
-2.06638,-11.0834,0,0.0,0.0
-2.28658,-10.9048,0,0.0,0.0
-1.03414,-11.43,0,0.0,0.0
-0.827314,-11.43,0,0.0,0.0
-0.915099,-11.2585,0,0.0,0.0
-0.7239,-10.4486,0,0.0,0.0
-1.08585,-10.6576,0,0.0,0.0
-0.834021,-10.76,0,0.0,0.0
-1.09018,-11.2726,0,0.0,0.0
-0.206829,-11.43,0,0.0,0.0
-3.33067e-16,-11.43,0,0.0,0.0
-3.33067e-16,-11.2422,0,0.0,0.0
-0.347535,-11.2822,0,0.0,0.0
-0.199176,-11.1802,0,0.0,0.0
-0.413657,-11.43,0,0.0,0.0
-0.517203,-11.2662,0,0.0,0.0
-1.2073,-10.949,0,0.0,0.0
-1.00344,-10.8763,0,0.0,0.0
-0.715075,-11.2592,0,0.0,0.0
-0.620486,-11.43,0,0.0,0.0
-3.33067e-16,-11.0544,0,0.0,0.0
-0.358769,-10.6594,0,0.0,0.0
-0.240789,-10.9622,0,0.0,0.0
-3.33067e-16,-10.8665,0,0.0,0.0
-1.24097,-11.43,0,0.0,0.0
-1.24211,-11.1706,0,0.0,0.0
-0.621183,-10.7373,0,0.0,0.0
-0.487903,-10.9117,0,0.0,0.0
-1.01919,-11.0797,0,0.0,0.0
-0.399523,-11.1151,0,0.0,0.0
-0.604641,-11.093,0,0.0,0.0
-0.703885,-10.9203,0,0.0,0.0
-0.804791,-11.091,0,0.0,0.0
-0.873067,-10.9455,0,0.0,0.0
1.24097,-11.43,0,0.0,0.0
1.4478,-11.43,0,0.0,0.0
1.4478,-11.2422,0,0.0,0.0
1.4478,-11.0544,0,0.0,0.0
1.4478,-10.8665,0,0.0,0.0
1.20701,-10.9622,0,0.0,0.0
1.10026,-11.2822,0,0.0,0.0
1.24862,-11.1802,0,0.0,0.0
0.413657,-11.43,0,0.0,0.0
0.620486,-11.43,0,0.0,0.0
0.532701,-11.2585,0,0.0,0.0
1.03414,-11.43,0,0.0,0.0
0.930597,-11.2662,0,0.0,0.0
0.36195,-10.6576,0,0.0,0.0
0.240501,-10.949,0,0.0,0.0
0.444357,-10.8763,0,0.0,0.0
0.732725,-11.2592,0,0.0,0.0
0.827314,-11.43,0,0.0,0.0
0.35762,-11.2726,0,0.0,0.0
1.08903,-10.6594,0,0.0,0.0
0.7239,-10.4486,0,0.0,0.0
0.613779,-10.76,0,0.0,0.0
0.206829,-11.43,0,0.0,0.0
0.205686,-11.1706,0,0.0,0.0
0.826617,-10.7373,0,0.0,0.0
0.959897,-10.9117,0,0.0,0.0
1.04828,-11.1151,0,0.0,0.0
0.428608,-11.0797,0,0.0,0.0
0.743915,-10.9203,0,0.0,0.0
0.843159,-11.093,0,0.0,0.0
0.574733,-10.9455,0,0.0,0.0
0.643009,-11.091,0,0.0,0.0
2.8956,-11.2122,0,0.0,0.0
2.8956,-11.0394,0,0.0,0.0
2.72131,-11.1076,0,0.0,0.0
1.86944,-11.43,0,0.0,0.0
2.08026,-11.43,0,0.0,0.0
1.9902,-11.2574,0,0.0,0.0
2.5019,-11.43,0,0.0,0.0
2.62673,-11.2539,0,0.0,0.0
2.40768,-11.2563,0,0.0,0.0
2.8956,-11.385,0,0.0,0.0
2.71272,-11.43,0,0.0,0.0
2.1717,-10.4486,0,0.0,0.0
1.80975,-10.6576,0,0.0,0.0
2.06507,-10.7594,0,0.0,0.0
1.69027,-10.9488,0,0.0,0.0
2.29108,-11.43,0,0.0,0.0
2.27885,-10.7355,0,0.0,0.0
1.65862,-11.43,0,0.0,0.0
1.81149,-11.2722,0,0.0,0.0
1.65645,-11.1704,0,0.0,0.0
2.53683,-10.6594,0,0.0,0.0
2.66515,-10.9434,0,0.0,0.0
2.8956,-10.8665,0,0.0,0.0
2.19631,-11.2559,0,0.0,0.0
2.41902,-10.9032,0,0.0,0.0
1.8956,-10.8758,0,0.0,0.0
2.52468,-11.0909,0,0.0,0.0
2.30832,-11.0844,0,0.0,0.0
2.10137,-11.088,0,0.0,0.0
1.88223,-11.0787,0,0.0,0.0
2.02896,-10.9437,0,0.0,0.0
2.20051,-10.9168,0,0.0,0.0
3.72541,-10.7159,0,0.0,0.0
3.6195,-10.4486,0,0.0,0.0
3.52953,-10.7405,0,0.0,0.0
3.62712,-11.1735,0,0.0,0.0
3.66013,-10.9923,0,0.0,0.0
3.49175,-11.0455,0,0.0,0.0
3.07974,-11.3366,0,0.0,0.0
3.13656,-10.949,0,0.0,0.0
4.3434,-10.8665,0,0.0,0.0
4.17358,-10.8625,0,0.0,0.0
4.3434,-10.9151,0,0.0,0.0
4.02964,-10.8885,0,0.0,0.0
4.16592,-10.984,0,0.0,0.0
3.83575,-10.8921,0,0.0,0.0
3.98735,-11.0501,0,0.0,0.0
3.98463,-10.6594,0,0.0,0.0
3.25755,-10.6576,0,0.0,0.0
3.44555,-11.2308,0,0.0,0.0
3.0953,-11.1524,0,0.0,0.0
3.26307,-11.2852,0,0.0,0.0
3.30123,-11.0921,0,0.0,0.0
3.80774,-11.1133,0,0.0,0.0
3.54329,-10.9046,0,0.0,0.0
3.37646,-10.8969,0,0.0,0.0
3.65859,-10.8476,0,0.0,0.0
5.20814,-10.5299,0,0.0,0.0
5.0673,-10.4486,0,0.0,0.0
5.03772,-10.6125,0,0.0,0.0
4.86599,-10.6923,0,0.0,0.0
4.51879,-10.8436,0,0.0,0.0
4.70535,-10.6576,0,0.0,0.0
4.693,-10.7694,0,0.0,0.0
-6.67183,-9.66904,0,0.0,0.0
-6.5151,-9.77534,0,0.0,0.0
-6.5151,-9.61271,0,0.0,0.0
-7.239,-9.19476,0,0.0,0.0
-7.28102,-9.21903,0,0.0,0.0
-7.13147,-9.3352,0,0.0,0.0
-6.87705,-9.40374,0,0.0,0.0
-6.82683,-9.56024,0,0.0,0.0
-6.98006,-9.44895,0,0.0,0.0
-5.7912,-9.19476,0,0.0,0.0
-6.15315,-9.40374,0,0.0,0.0
-5.88497,-9.47239,0,0.0,0.0
-6.02723,-9.8911,0,0.0,0.0
-5.84939,-9.82279,0,0.0,0.0
-6.02261,-9.67574,0,0.0,0.0
-5.40389,-10.238,0,0.0,0.0
-5.23365,-10.3026,0,0.0,0.0
-5.28349,-10.1193,0,0.0,0.0
-6.35718,-9.87876,0,0.0,0.0
-6.29092,-9.69238,0,0.0,0.0
-5.37667,-10.4449,0,0.0,0.0
-5.54381,-10.3571,0,0.0,0.0
-5.56609,-10.1589,0,0.0,0.0
-5.5925,-9.97612,0,0.0,0.0
-5.73971,-9.93243,0,0.0,0.0
-5.72558,-10.0792,0,0.0,0.0
-5.87375,-10.1736,0,0.0,0.0
-5.87538,-9.99163,0,0.0,0.0
-6.03647,-10.0779,0,0.0,0.0
-5.42607,-9.40557,0,0.0,0.0
-5.34327,-9.66187,0,0.0,0.0
-5.0673,-9.61271,0,0.0,0.0
-5.70952,-10.2667,0,0.0,0.0
-6.17935,-9.82186,0,0.0,0.0
-6.19763,-9.97964,0,0.0,0.0
-5.0673,-10.0353,0,0.0,0.0
-5.24033,-9.82426,0,0.0,0.0
-5.68516,-9.46726,0,0.0,0.0
-5.55365,-9.63517,0,0.0,0.0
-5.44282,-9.84495,0,0.0,0.0
-5.77524,-9.64429,0,0.0,0.0
-5.42996,-10.0518,0,0.0,0.0
-5.29097,-9.97348,0,0.0,0.0
-5.65889,-9.80929,0,0.0,0.0
5.42925,-9.40374,0,0.0,0.0
5.6947,-9.45897,0,0.0,0.0
5.7912,-9.19476,0,0.0,0.0
5.37667,-10.4449,0,0.0,0.0
5.24836,-10.2952,0,0.0,0.0
6.5151,-9.61271,0,0.0,0.0
6.30524,-9.68367,0,0.0,0.0
6.5151,-9.77534,0,0.0,0.0
6.03647,-10.0779,0,0.0,0.0
6.0147,-9.89989,0,0.0,0.0
5.86595,-9.9982,0,0.0,0.0
5.0673,-9.61271,0,0.0,0.0
5.0673,-10.0343,0,0.0,0.0
5.2605,-9.83406,0,0.0,0.0
6.16428,-9.79892,0,0.0,0.0
6.35718,-9.87876,0,0.0,0.0
6.15633,-9.40557,0,0.0,0.0
6.12143,-9.6352,0,0.0,0.0
6.19763,-9.97964,0,0.0,0.0
5.843,-9.83153,0,0.0,0.0
5.73163,-9.93727,0,0.0,0.0
5.71522,-10.0843,0,0.0,0.0
5.87375,-10.1736,0,0.0,0.0
5.55225,-10.1657,0,0.0,0.0
5.70952,-10.2667,0,0.0,0.0
5.98977,-9.72847,0,0.0,0.0
5.99125,-9.56885,0,0.0,0.0
5.80393,-9.63643,0,0.0,0.0
5.58181,-9.9777,0,0.0,0.0
5.36795,-10.0548,0,0.0,0.0
5.41626,-10.2629,0,0.0,0.0
5.54381,-10.3571,0,0.0,0.0
5.88729,-9.45049,0,0.0,0.0
5.35527,-9.6581,0,0.0,0.0
5.56632,-9.62804,0,0.0,0.0
5.46401,-9.82455,0,0.0,0.0
5.66512,-9.80592,0,0.0,0.0
7.28102,-9.21903,0,0.0,0.0
7.239,-9.19476,0,0.0,0.0
7.13147,-9.3352,0,0.0,0.0
6.87705,-9.40374,0,0.0,0.0
6.67183,-9.66904,0,0.0,0.0
6.82683,-9.56024,0,0.0,0.0
6.98006,-9.44895,0,0.0,0.0
-7.9629,-7.94093,0,0.0,0.0
-8.11258,-8.02735,0,0.0,0.0
-7.91383,-8.19084,0,0.0,0.0
-8.14175,-8.46851,0,0.0,0.0
-7.95544,-8.40502,0,0.0,0.0
-8.11063,-8.25682,0,0.0,0.0
-7.57599,-8.9782,0,0.0,0.0
-7.42948,-9.09981,0,0.0,0.0
-7.41488,-8.9343,0,0.0,0.0
-7.32042,-9.04592,0,0.0,0.0
-8.26226,-8.11377,0,0.0,0.0
-8.41194,-8.20019,0,0.0,0.0
-8.27793,-8.33544,0,0.0,0.0
-7.51498,-8.76815,0,0.0,0.0
-7.72051,-8.85424,0,0.0,0.0
-7.7488,-8.37261,0,0.0,0.0
