x,y,z,nuFissRate,nuFissRateRelError
-4.3434,10.8665,0,0.002533548,0.6607571549533932
-4.33704,10.4559,0,0.002533548,0.6607571549533932
-3.98145,10.6576,0,0.002533548,0.6607571549533932
-3.97516,10.2477,0,0.002533548,0.6607571549533932
-3.6195,10.4486,0,0.002533548,0.6607571549533932
-4.70768,10.2487,0,0.002533548,0.6607571549533932
-4.70535,10.6576,0,0.002533548,0.6607571549533932
-5.0673,10.4486,0,0.002533548,0.6607571549533932
-4.72479,9.82168,0,0.002533548,0.6607571549533932
-5.0673,10.0307,0,0.002533548,0.6607571549533932
-5.0673,9.61271,0,0.002533548,0.6607571549533932
-4.35312,9.59587,0,0.002533548,0.6607571549533932
-4.70535,9.40374,0,0.002533548,0.6607571549533932
-4.3434,9.19476,0,0.002533548,0.6607571549533932
-3.97173,9.80484,0,0.002533548,0.6607571549533932
-3.98145,9.40374,0,0.002533548,0.6607571549533932
-3.6195,9.61271,0,0.002533548,0.6607571549533932
-3.6195,10.0307,0,0.002533548,0.6607571549533932
-4.3343,10.0121,0,0.002533548,0.6607571549533932
-2.8956,10.8665,0,0.002570239,0.39732876176028475
-2.89915,10.4425,0,0.002570239,0.39732876176028475
-2.53365,10.6576,0,0.002570239,0.39732876176028475
-2.5372,10.2335,0,0.002570239,0.39732876176028475
-2.1717,10.4486,0,0.002570239,0.39732876176028475
-3.24956,10.2331,0,0.002570239,0.39732876176028475
-3.25357,10.6599,0,0.002570239,0.39732876176028475
-3.6195,10.4486,0,0.002570239,0.39732876176028475
-3.24497,9.82168,0,0.002570239,0.39732876176028475
-3.6195,10.0307,0,0.002570239,0.39732876176028475
-3.6195,9.61271,0,0.002570239,0.39732876176028475
-2.89917,9.61889,0,0.002570239,0.39732876176028475
-2.8956,9.19476,0,0.002570239,0.39732876176028475
-2.53365,9.40374,0,0.002570239,0.39732876176028475
-2.53719,9.82781,0,0.002570239,0.39732876176028475
-2.1717,9.61271,0,0.002570239,0.39732876176028475
-2.90274,10.0431,0,0.002570239,0.39732876176028475
-2.1717,10.0307,0,0.002570239,0.39732876176028475
-3.25357,9.40144,0,0.002570239,0.39732876176028475
-1.4478,10.8665,0,0.002610769,0.9941255941803923
-1.45135,10.4425,0,0.002610769,0.9941255941803923
-1.08585,10.6576,0,0.002610769,0.9941255941803923
-1.0894,10.2335,0,0.002610769,0.9941255941803923
-0.7239,10.4486,0,0.002610769,0.9941255941803923
-1.80176,10.2331,0,0.002610769,0.9941255941803923
-1.80577,10.6599,0,0.002610769,0.9941255941803923
-2.1717,10.4486,0,0.002610769,0.9941255941803923
-1.79717,9.82168,0,0.002610769,0.9941255941803923
-2.1717,10.0307,0,0.002610769,0.9941255941803923
-2.1717,9.61271,0,0.002610769,0.9941255941803923
-1.45137,9.61889,0,0.002610769,0.9941255941803923
-1.4478,9.19476,0,0.002610769,0.9941255941803923
-1.08585,9.40374,0,0.002610769,0.9941255941803923
-1.08939,9.82781,0,0.002610769,0.9941255941803923
-0.7239,9.61271,0,0.002610769,0.9941255941803923
-1.45494,10.0431,0,0.002610769,0.9941255941803923
-0.7239,10.0307,0,0.002610769,0.9941255941803923
-1.80577,9.40144,0,0.002610769,0.9941255941803923
0.0,10.8665,0,0.002624264,1.210772143938452
-0.00354681,10.4425,0,0.002624264,1.210772143938452
0.36195,10.6576,0,0.002624264,1.210772143938452
0.358404,10.2335,0,0.002624264,1.210772143938452
0.7239,10.4486,0,0.002624264,1.210772143938452
-0.35396,10.2331,0,0.002624264,1.210772143938452
-0.357965,10.6599,0,0.002624264,1.210772143938452
-0.7239,10.4486,0,0.002624264,1.210772143938452
-0.349365,9.82168,0,0.002624264,1.210772143938452
-0.7239,10.0307,0,0.002624264,1.210772143938452
-0.7239,9.61271,0,0.002624264,1.210772143938452
-0.00356661,9.61889,0,0.002624264,1.210772143938452
5.55112e-16,9.19476,0,0.002624264,1.210772143938452
0.36195,9.40374,0,0.002624264,1.210772143938452
0.358411,9.82781,0,0.002624264,1.210772143938452
0.7239,9.61271,0,0.002624264,1.210772143938452
-0.00714395,10.0431,0,0.002624264,1.210772143938452
0.7239,10.0307,0,0.002624264,1.210772143938452
-0.357965,9.40144,0,0.002624264,1.210772143938452
1.4478,10.8665,0,0.002610766,1.078007948638667
1.44425,10.4425,0,0.002610766,1.078007948638667
1.80975,10.6576,0,0.002610766,1.078007948638667
1.8062,10.2335,0,0.002610766,1.078007948638667
2.1717,10.4486,0,0.002610766,1.078007948638667
1.09384,10.2331,0,0.002610766,1.078007948638667
