time,Flux1,Flux10,Flux10L0M0,Flux10L1M0,Flux10L1M1,Flux11,Flux11L0M0,Flux11L1M0,Flux11L1M1,Flux12,Flux12L0M0,Flux12L1M0,Flux12L1M1,Flux13,Flux13L0M0,Flux13L1M0,Flux13L1M1,Flux14,Flux14L0M0,Flux14L1M0,Flux14L1M1,Flux15,Flux15L0M0,Flux15L1M0,Flux15L1M1,Flux16,Flux16L0M0,Flux16L1M0,Flux16L1M1,Flux17,Flux17L0M0,Flux17L1M0,Flux17L1M1,Flux18,Flux18L0M0,Flux18L1M0,Flux18L1M1,Flux1L0M0,Flux1L1M0,Flux1L1M1,Flux2,Flux2L0M0,Flux2L1M0,Flux2L1M1,Flux3,Flux3L0M0,Flux3L1M0,Flux3L1M1,Flux4,Flux4L0M0,Flux4L1M0,Flux4L1M1,Flux5,Flux5L0M0,Flux5L1M0,Flux5L1M1,Flux6,Flux6L0M0,Flux6L1M0,Flux6L1M1,Flux7,Flux7L0M0,Flux7L1M0,Flux7L1M1,Flux8,Flux8L0M0,Flux8L1M0,Flux8L1M1,Flux9,Flux9L0M0,Flux9L1M0,Flux9L1M1,activecore_vol,barrel_vol,eigenvalue,extref_vol,integrated_power,intref_vol,power_scaling,Flux10_aux,Flux11_aux,Flux12_aux,Flux13_aux,Flux14_aux,Flux15_aux,Flux16_aux,Flux17_aux,Flux18_aux,Flux1_aux,Flux2_aux,Flux3_aux,Flux4_aux,Flux5_aux,Flux6_aux,Flux7_aux,Flux8_aux,Flux9_aux
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.63198357178,9.6061816294261,0,614.50700472718,0,6.8929237755841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.20641393138216,1.8822876146173,1.8822843273807,3.2878714863591e-06,-6.349360813873e-10,1.2675173258098,1.2675174139527,-5.1602163735183e-06,5.0720735548718e-06,0.91432752614983,0.91432293294558,5.9734136665242e-06,-1.3802094240845e-06,0.96917577685782,0.96916785533181,1.9549064767324e-06,5.9666195324781e-06,0.86930112032489,0.86931856290881,-7.6027998722664e-06,-9.8397840458378e-06,0.69189662521938,0.69189095677816,2.7952740773097e-06,2.8731671379029e-06,1.1365807003442,1.1365758644235,-3.1438127233791e-07,5.1503018907119e-06,0.90644905662499,0.90644975569499,-1.4736552754752e-06,7.7458526816944e-07,0.16886903171286,0.16887100503476,-9.1233136492797e-07,-1.0609905367216e-06,0.20641892832349,-2.0010072882565e-06,-2.9959340368376e-06,1.4501741688025,1.4501565073885,6.8281005521189e-06,1.0833313530791e-05,3.7092418880804,3.7092860105257,6.4708425239851e-06,-5.0593287907605e-05,2.5523399806916,2.5523303955893,1.1476455178814e-05,-1.8913529099278e-06,3.1173306832281,3.1173028562043,1.0580500649424e-05,1.7246523192319e-05,4.0595201473866,4.0595327656565,4.7935950223222e-06,-1.7411864838659e-05,3.3146665510688,3.3146628389925,2.876889229092e-06,8.3518708194213e-07,2.224330896439,2.2243324075506,7.561347636176e-06,-9.0724592171051e-06,2.0827486961304,2.0827508926207,-3.0890299768295e-06,8.9253966284832e-07,426.63198357178,9.6061816294261,1.1417544108374,614.50700472718,0,6.8929237755841,0,1.8822876146173,1.2675173258098,0.91432752614983,0.96917577685782,0.86930112032489,0.69189662521938,1.1365807003442,0.90644905662499,0.16886903171286,0.20641393138216,1.4501741688025,3.7092418880804,2.5523399806916,3.1173306832281,4.0595201473866,3.3146665510688,2.224330896439,2.0827486961304
