time,Flux1,Flux10,Flux10L0M0,Flux10L1M0,Flux10L1M1,Flux11,Flux11L0M0,Flux11L1M0,Flux11L1M1,Flux12,Flux12L0M0,Flux12L1M0,Flux12L1M1,Flux13,Flux13L0M0,Flux13L1M0,Flux13L1M1,Flux14,Flux14L0M0,Flux14L1M0,Flux14L1M1,Flux15,Flux15L0M0,Flux15L1M0,Flux15L1M1,Flux16,Flux16L0M0,Flux16L1M0,Flux16L1M1,Flux17,Flux17L0M0,Flux17L1M0,Flux17L1M1,Flux18,Flux18L0M0,Flux18L1M0,Flux18L1M1,Flux1L0M0,Flux1L1M0,Flux1L1M1,Flux2,Flux2L0M0,Flux2L1M0,Flux2L1M1,Flux3,Flux3L0M0,Flux3L1M0,Flux3L1M1,Flux4,Flux4L0M0,Flux4L1M0,Flux4L1M1,Flux5,Flux5L0M0,Flux5L1M0,Flux5L1M1,Flux6,Flux6L0M0,Flux6L1M0,Flux6L1M1,Flux7,Flux7L0M0,Flux7L1M0,Flux7L1M1,Flux8,Flux8L0M0,Flux8L1M0,Flux8L1M1,Flux9,Flux9L0M0,Flux9L1M0,Flux9L1M1,eigenvalue,integrated_power,power_scaling,Flux10_aux,Flux11_aux,Flux12_aux,Flux13_aux,Flux14_aux,Flux15_aux,Flux16_aux,Flux17_aux,Flux18_aux,Flux1_aux,Flux2_aux,Flux3_aux,Flux4_aux,Flux5_aux,Flux6_aux,Flux7_aux,Flux8_aux,Flux9_aux
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.19451064043183,1.6555689608185,1.65556767026,1.4287789110324e-06,-1.3822040412659e-07,1.1072856639631,1.1072848014022,9.5429003564313e-07,-9.1729104334005e-08,0.79473713088815,0.79473652032258,6.7489722472419e-07,-6.4331653459176e-08,0.83836296619022,0.83836230124712,7.35271736546e-07,-7.0328637402466e-08,0.74924692694557,0.74924632712487,6.6283611978085e-07,-6.3015420030937e-08,0.59297566048582,0.59297523309784,4.6806011976268e-07,-4.0672135620361e-08,0.96446488268575,0.96446421667326,7.1555788434862e-07,-4.9545401852816e-08,0.75298197793775,0.75298130693425,7.474919698938e-07,-7.6488461183506e-08,0.1408560022635,0.14085583080811,2.2460139522448e-07,-5.3146004718862e-08,0.19451044553611,2.2616153002339e-07,-3.1265815503452e-08,1.3795332266112,1.3795322756317,1.0814539859599e-06,-1.3047448686743e-07,3.5028210754782,3.5028189177678,2.4146443831294e-06,-2.5693398710697e-07,2.388364600724,2.3883625751138,2.3341107099097e-06,-3.0850050887835e-07,2.8950409963821,2.8950382650514,3.1796019955097e-06,-4.4827130440267e-07,3.7048239430355,3.7048203368397,4.146422226025e-06,-5.4022642746038e-07,2.9770301106658,2.9770274009702,3.0781552348789e-06,-3.6845958918501e-07,1.98244140698,1.9824398204725,1.7704404444378e-06,-1.8393295386429e-07,1.8438555363754,1.8438539727324,1.7383208521702e-06,-1.7467794830636e-07,0.99871459616751,0,0,1.6555689608185,1.1072856639631,0.79473713088815,0.83836296619022,0.74924692694557,0.59297566048582,0.96446488268575,0.75298197793775,0.1408560022635,0.19451064043183,1.3795332266112,3.5028210754782,2.388364600724,2.8950409963821,3.7048239430355,2.9770301106658,1.98244140698,1.8438555363754
