time,Flux1,Flux10,Flux10L0M0,Flux10L1M0,Flux10L1M1,Flux11,Flux11L0M0,Flux11L1M0,Flux11L1M1,Flux12,Flux12L0M0,Flux12L1M0,Flux12L1M1,Flux13,Flux13L0M0,Flux13L1M0,Flux13L1M1,Flux14,Flux14L0M0,Flux14L1M0,Flux14L1M1,Flux15,Flux15L0M0,Flux15L1M0,Flux15L1M1,Flux16,Flux16L0M0,Flux16L1M0,Flux16L1M1,Flux17,Flux17L0M0,Flux17L1M0,Flux17L1M1,Flux18,Flux18L0M0,Flux18L1M0,Flux18L1M1,Flux1L0M0,Flux1L1M0,Flux1L1M1,Flux2,Flux2L0M0,Flux2L1M0,Flux2L1M1,Flux3,Flux3L0M0,Flux3L1M0,Flux3L1M1,Flux4,Flux4L0M0,Flux4L1M0,Flux4L1M1,Flux5,Flux5L0M0,Flux5L1M0,Flux5L1M1,Flux6,Flux6L0M0,Flux6L1M0,Flux6L1M1,Flux7,Flux7L0M0,Flux7L1M0,Flux7L1M1,Flux8,Flux8L0M0,Flux8L1M0,Flux8L1M1,Flux9,Flux9L0M0,Flux9L1M0,Flux9L1M1,eigenvalue,integrated_power,power_scaling,Flux10_aux,Flux11_aux,Flux12_aux,Flux13_aux,Flux14_aux,Flux15_aux,Flux16_aux,Flux17_aux,Flux18_aux,Flux1_aux,Flux2_aux,Flux3_aux,Flux4_aux,Flux5_aux,Flux6_aux,Flux7_aux,Flux8_aux,Flux9_aux
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.201541886226,1.7021289167275,1.7021290136186,-1.7508235887129e-07,7.8191298713559e-08,1.1402081144377,1.140208172469,-1.1275578797564e-07,5.4724448495316e-08,0.81920121631089,0.81920128986997,-1.1896349024279e-07,4.5404407655533e-08,0.86444959604946,0.86444964415483,-8.9267951568911e-08,4.1162577740436e-08,0.77210349801855,0.77210347729144,-6.417145356763e-09,2.7144255917641e-08,0.61156101506838,0.61156117423947,-2.0951998199251e-07,5.0348893000998e-08,1.0028302883042,1.002831972616,-1.9672791981267e-06,2.8296736591729e-07,0.80462794121477,0.80463166937434,-4.2275869251455e-06,4.9942734975644e-07,0.15678166914762,0.15678283135158,-1.2692063616556e-06,1.0700239762122e-07,0.20154149461667,4.4789308823769e-07,-5.6283764326287e-08,1.4196454916982,1.4196443417768,1.2068750134819e-06,-5.695356428137e-08,3.6266527302042,3.6266515595064,8.0908998623119e-07,3.6160789007589e-07,2.4648628596671,2.4648590216549,4.0867620542534e-06,-2.4874986595536e-07,2.9814747287156,2.9814685151898,6.8661128545394e-06,-6.5258706390126e-07,3.827702391447,3.8276958636098,7.2301180919082e-06,-7.0228084965429e-07,3.0692343329228,3.0692316962817,2.9020590908771e-06,-2.6541795361545e-07,2.0383185375054,2.0383182109254,3.022651528066e-07,2.4314840443157e-08,1.8950257728979,1.8950255776692,1.6590061419422e-07,2.932812109141e-08,0.99930749906284,0,0,1.7021289167275,1.1402081144377,0.81920121631089,0.86444959604946,0.77210349801855,0.61156101506838,1.0028302883042,0.80462794121477,0.15678166914762,0.201541886226,1.4196454916982,3.6266527302042,2.4648628596671,2.9814747287156,3.827702391447,3.0692343329228,2.0383185375054,1.8950257728979
