
=============================================================================================================================================================================

                                                                             Core map (t=0)

=============================================================================================================================================================================
 Block average:
  Blk ID          Volume Fission neutron           Power      Absorption     Scalar flux
       9        0.001348    0.000000e+00    0.000000e+00    1.484173e+01    9.984140e+01
      20        0.001174    0.000000e+00    0.000000e+00    0.000000e+00    5.629700e+00
      40        0.001290    0.000000e+00    0.000000e+00    0.000000e+00    5.716030e+00
      71        0.000037    3.378274e+02    4.498621e-09    2.051486e+02    6.294128e+01
      72        0.000063    3.308191e+02    4.405311e-09    2.008640e+02    6.161838e+01
      73        0.000095    3.210962e+02    4.275909e-09    1.949419e+02    5.958262e+01
      74        0.000127    3.081747e+02    4.103925e-09    1.870266e+02    5.680729e+01
      75        0.000158    2.929850e+02    3.901831e-09    1.776963e+02    5.336180e+01
      76        0.000190    2.766853e+02    3.685024e-09    1.676716e+02    4.933789e+01
      77        0.000222    2.631011e+02    3.504591e-09    1.590244e+02    4.484829e+01
      78        0.000222    2.670853e+02    3.558606e-09    1.604172e+02    4.058238e+01
      79        0.000127    0.000000e+00    0.000000e+00    5.174504e+00    3.814511e+01
      81        0.000028    3.687654e+02    4.911207e-09    2.244415e+02    6.808028e+01
      82        0.000047    3.615341e+02    4.814920e-09    2.199736e+02    6.668792e+01
      83        0.000071    3.518195e+02    4.685610e-09    2.140115e+02    6.452311e+01
      84        0.000095    3.383852e+02    4.506811e-09    2.057462e+02    6.157611e+01
      85        0.000118    3.214997e+02    4.282071e-09    1.953709e+02    5.792390e+01
      86        0.000142    3.048640e+02    4.060807e-09    1.850289e+02    5.368392e+01
      87        0.000166    2.923116e+02    3.894136e-09    1.768333e+02    4.900198e+01
      88        0.000166    2.997638e+02    3.994442e-09    1.802332e+02    4.463269e+01
      89        0.000095    0.000000e+00    0.000000e+00    5.743774e+00    4.214261e+01
     101        0.000049    6.109287e+02    8.136262e-09    3.699757e+02    1.081166e+02
     102        0.000084    5.995883e+02    7.985269e-09    3.631223e+02    1.059282e+02
     103        0.000126    5.825209e+02    7.758056e-09    3.526867e+02    1.025526e+02
     104        0.000169    5.609921e+02    7.471523e-09    3.394492e+02    9.796583e+01
     105        0.000211    5.345290e+02    7.119354e-09    3.232988e+02    9.229239e+01
     106        0.000253    5.075133e+02    6.760022e-09    3.066116e+02    8.572761e+01
