
=============================================================================================================================================================================

                                                                             Core map (t=0)

=============================================================================================================================================================================
 Block average:
  Blk ID          Volume Fission neutron           Power      Absorption     Scalar flux
       9        0.001333    0.000000e+00    0.000000e+00    1.590177e+01    9.874407e+01
      20        0.001174    0.000000e+00    0.000000e+00    0.000000e+00    5.593797e+00
      40        0.001290    0.000000e+00    0.000000e+00    0.000000e+00    5.680469e+00
      71        0.000037    3.469032e+02    4.619750e-09    2.101199e+02    6.292163e+01
      72        0.000063    3.408512e+02    4.539206e-09    2.064196e+02    6.160001e+01
      73        0.000095    3.306956e+02    4.404049e-09    2.002448e+02    5.954945e+01
      74        0.000127    3.169014e+02    4.220430e-09    1.918530e+02    5.673988e+01
      75        0.000158    3.013856e+02    4.013983e-09    1.822556e+02    5.325645e+01
      76        0.000190    2.837475e+02    3.779328e-09    1.714872e+02    4.919191e+01
      77        0.000222    2.703967e+02    3.602000e-09    1.628980e+02    4.467069e+01
      78        0.000222    2.741085e+02    3.652405e-09    1.640365e+02    4.037519e+01
      79        0.000127    0.000000e+00    0.000000e+00    5.588587e+00    3.787981e+01
      81        0.000028    3.806171e+02    5.069387e-09    2.308457e+02    6.807585e+01
      82        0.000047    3.724558e+02    4.960700e-09    2.259124e+02    6.664793e+01
      83        0.000071    3.619075e+02    4.820291e-09    2.194196e+02    6.445018e+01
      84        0.000095    3.479737e+02    4.634810e-09    2.109029e+02    6.146097e+01
      85        0.000118    3.303968e+02    4.400873e-09    2.001785e+02    5.777002e+01
      86        0.000142    3.127128e+02    4.165622e-09    1.892849e+02    5.348864e+01
      87        0.000166    2.995911e+02    3.991354e-09    1.807821e+02    4.876446e+01
      88        0.000166    3.067887e+02    4.088285e-09    1.838599e+02    4.436874e+01
      89        0.000095    0.000000e+00    0.000000e+00    6.185399e+00    4.182499e+01
     101        0.000049    6.287906e+02    8.374706e-09    3.798873e+02    1.080524e+02
     102        0.000083    6.168961e+02    8.216389e-09    3.727424e+02    1.058197e+02
     103        0.000125    5.989837e+02    7.977891e-09    3.617311e+02    1.023952e+02
     104        0.000167    5.749593e+02    7.658079e-09    3.471233e+02    9.774152e+01
     105        0.000208    5.482368e+02    7.302440e-09    3.307981e+02    9.200169e+01
     106        0.000250    5.192550e+02    6.916882e-09    3.130584e+02    8.536462e+01
     107        0.000292    5.010642e+02    6.675525e-09    3.010824e+02    7.806952e+01
     108        0.000292    5.195458e+02    6.923637e-09    3.100387e+02    7.111954e+01
